 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    90.678     90.505         1.500      15635.443      5.3132e-02      6.0171e-02      3.1970e-03      1.4053e-03    2.197e+01     1.566e+02       7.93e+02    9.99e+01    1088616 
    90.678     90.505         2.000      15635.443      5.3132e-02      5.0694e-02      2.6935e-03      1.1770e-03    1.840e+01     1.869e+02       6.64e+02    8.37e+01    1104086 
    90.678     90.505         2.500      15635.443      5.3132e-02      4.3594e-02      2.3162e-03      1.0090e-03    1.578e+01     2.180e+02       5.69e+02    7.17e+01    1111127 
    90.678     90.505         3.000      15635.443      5.3132e-02      3.8344e-02      2.0373e-03      8.8625e-04    1.386e+01     2.482e+02       5.00e+02    6.30e+01    1113410 
    90.678     90.505         4.000      15635.443      5.3132e-02      3.0731e-02      1.6328e-03      7.0760e-04    1.106e+01     3.109e+02       3.99e+02    5.03e+01    1115614 
    90.678     90.505         5.000      15635.443      5.3132e-02      2.5755e-02      1.3684e-03      5.9117e-04    9.243e+00     3.721e+02       3.34e+02    4.20e+01    1116164 
    90.678     90.505         6.000      15635.443      5.3132e-02      2.1968e-02      1.1672e-03      5.0419e-04    7.883e+00     4.363e+02       2.85e+02    3.58e+01    1116147 
    90.678     90.505         7.000      15635.443      5.3132e-02      1.9190e-02      1.0196e-03      4.3988e-04    6.878e+00     5.001e+02       2.48e+02    3.13e+01    1115527 
    90.678     90.505         8.000      15635.443      5.3132e-02      1.7169e-02      9.1223e-04      3.9382e-04    6.158e+00     5.586e+02       2.22e+02    2.80e+01    1114726 
    90.678     90.505         9.000      15635.443      5.3132e-02      1.5389e-02      8.1766e-04      3.5261e-04    5.513e+00     6.239e+02       1.99e+02    2.51e+01    1115122 
    90.678     90.505         10.000     15635.443      5.3132e-02      1.4087e-02      7.4848e-04      3.2202e-04    5.035e+00     6.832e+02       1.82e+02    2.29e+01    1114057 
    199.716     199.544         0.010      801.146      1.5896e-01      2.3648e-06      3.7591e-07      1.3620e-07    1.091e-04     1.615e+06       3.94e-03    4.96e-04    132 
    199.716     199.544         0.015      801.146      1.5896e-01      2.2305e-05      3.5455e-06      1.3421e-06    1.075e-03     1.639e+05       3.88e-02    4.89e-03    963 
    199.716     199.544         0.020      801.146      1.5896e-01      8.8445e-05      1.4059e-05      5.3645e-06    4.298e-03     4.101e+04       1.55e-01    1.95e-02    3460 
    199.716     199.544         0.025      801.146      1.5896e-01      2.1636e-04      3.4393e-05      1.3338e-05    1.069e-02     1.649e+04       3.86e-01    4.86e-02    8061 
    199.716     199.544         0.030      801.146      1.5896e-01      4.6780e-04      7.4362e-05      2.8978e-05    2.322e-02     7.592e+03       8.38e-01    1.06e-01    16517 
    199.716     199.544         0.040      801.146      1.5896e-01      1.3254e-03      2.1068e-04      8.2678e-05    6.624e-02     2.661e+03       2.39e+00    3.01e-01    43575 
    199.716     199.544         0.050      801.146      1.5896e-01      2.7662e-03      4.3971e-04      1.7313e-04    1.387e-01     1.271e+03       5.01e+00    6.30e-01    85688 
    199.716     199.544         0.060      801.146      1.5896e-01      4.7685e-03      7.5799e-04      2.9931e-04    2.398e-01     7.350e+02       8.66e+00    1.09e+00    142339 
    199.716     199.544         0.070      801.146      1.5896e-01      7.1814e-03      1.1416e-03      4.5165e-04    3.618e-01     4.871e+02       1.31e+01    1.64e+00    209787 
    199.716     199.544         0.080      801.146      1.5896e-01      9.9841e-03      1.5871e-03      6.2834e-04    5.034e-01     3.501e+02       1.82e+01    2.29e+00    286376 
    199.716     199.544         0.090      801.146      1.5896e-01      1.3060e-02      2.0760e-03      8.2310e-04    6.594e-01     2.673e+02       2.38e+01    3.00e+00    370007 
    199.716     199.544         0.100      801.146      1.5896e-01      1.6254e-02      2.5838e-03      1.0248e-03    8.211e-01     2.147e+02       2.96e+01    3.73e+00    456970 
    199.716     199.544         0.150      801.146      1.5896e-01      3.2820e-02      5.2171e-03      2.0770e-03    1.664e+00     1.059e+02       6.01e+01    7.56e+00    917413 
    199.716     199.544         0.200      801.146      1.5896e-01      4.7417e-02      7.5375e-03      3.0057e-03    2.408e+00     7.319e+01       8.69e+01    1.09e+01    1352300 
    199.716     199.544         0.250      801.146      1.5896e-01      5.8966e-02      9.3733e-03      3.7449e-03    3.000e+00     5.875e+01       1.08e+02    1.36e+01    1731385 
    199.716     199.544         0.300      801.146      1.5896e-01      6.7767e-02      1.0772e-02      4.3045e-03    3.449e+00     5.111e+01       1.24e+02    1.57e+01    2054582 
    199.716     199.544         0.400      801.146      1.5896e-01      7.8937e-02      1.2548e-02      5.0141e-03    4.017e+00     4.388e+01       1.45e+02    1.83e+01    2559864 
    199.716     199.544         0.500      801.146      1.5896e-01      8.4659e-02      1.3457e-02      5.3721e-03    4.304e+00     4.095e+01       1.55e+02    1.96e+01    2924355 
    199.716     199.544         0.600      801.146      1.5896e-01      8.7109e-02      1.3847e-02      5.5195e-03    4.422e+00     3.986e+01       1.60e+02    2.01e+01    3195859 
    199.716     199.544         0.700      801.146      1.5896e-01      8.7679e-02      1.3937e-02      5.5445e-03    4.442e+00     3.968e+01       1.60e+02    2.02e+01    3401822 
    199.716     199.544         0.800      801.146      1.5896e-01      8.7069e-02      1.3840e-02      5.4968e-03    4.404e+00     4.002e+01       1.59e+02    2.00e+01    3560882 
    199.716     199.544         0.900      801.146      1.5896e-01      8.5711e-02      1.3625e-02      5.4034e-03    4.329e+00     4.072e+01       1.56e+02    1.97e+01    3683221 
    199.716     199.544         1.000      801.146      1.5896e-01      8.4012e-02      1.3355e-02      5.2863e-03    4.235e+00     4.162e+01       1.53e+02    1.93e+01    3784331 
    199.716     199.544         1.500      801.146      1.5896e-01      7.4058e-02      1.1772e-02      4.6270e-03    3.707e+00     4.755e+01       1.34e+02    1.68e+01    4073672 
    199.716     199.544         2.000      801.146      1.5896e-01      6.4994e-02      1.0331e-02      4.0417e-03    3.238e+00     5.443e+01       1.17e+02    1.47e+01    4202267 
    199.716     199.544         2.500      801.146      1.5896e-01      5.7339e-02      9.1146e-03      3.5513e-03    2.845e+00     6.195e+01       1.03e+02    1.29e+01    4266076 
    199.716     199.544         3.000      801.146      1.5896e-01      5.1358e-02      8.1639e-03      3.1728e-03    2.542e+00     6.934e+01       9.18e+01    1.16e+01    4304023 
    199.716     199.544         4.000      801.146      1.5896e-01      4.2236e-02      6.7138e-03      2.5989e-03    2.082e+00     8.465e+01       7.52e+01    9.46e+00    4338671 
    199.716     199.544         5.000      801.146      1.5896e-01      3.5769e-02      5.6858e-03      2.1946e-03    1.758e+00     1.002e+02       6.35e+01    7.99e+00    4353086 
    199.716     199.544         6.000      801.146      1.5896e-01      3.1127e-02      4.9479e-03      1.9061e-03    1.527e+00     1.154e+02       5.51e+01    6.94e+00    4359107 
    199.716     199.544         7.000      801.146      1.5896e-01      2.7448e-02      4.3631e-03      1.6782e-03    1.344e+00     1.311e+02       4.85e+01    6.11e+00    4359277 
    199.716     199.544         8.000      801.146      1.5896e-01      2.4609e-02      3.9119e-03      1.5029e-03    1.204e+00     1.464e+02       4.35e+01    5.47e+00    4360040 
    199.716     199.544         9.000      801.146      1.5896e-01      2.2182e-02      3.5261e-03      1.3547e-03    1.085e+00     1.624e+02       3.92e+01    4.93e+00    4358869 
    199.716     199.544         10.000     801.146      1.5896e-01      2.0320e-02      3.2301e-03      1.2390e-03    9.927e-01     1.776e+02       3.58e+01    4.51e+00    4357571 
    299.822     299.650         0.010      160.192      1.4984e-01      6.2602e-08      9.3805e-09      5.6595e-09    9.066e-07     3.887e+07       3.27e-05    4.12e-06    5 
    299.822     299.650         0.015      160.192      1.4984e-01      1.7292e-06      2.5911e-07      1.6072e-07    2.575e-05     1.369e+06       9.29e-04    1.17e-04    97 
    299.822     299.650         0.020      160.192      1.4984e-01      1.7025e-05      2.5511e-06      1.5510e-06    2.485e-04     1.418e+05       8.97e-03    1.13e-03    757 
    299.822     299.650         0.025      160.192      1.4984e-01      6.1581e-05      9.2275e-06      5.5602e-06    8.907e-04     3.957e+04       3.22e-02    4.05e-03    2270 
    299.822     299.650         0.030      160.192      1.4984e-01      1.5824e-04      2.3712e-05      1.4304e-05    2.291e-03     1.538e+04       8.27e-02    1.04e-02    5456 
    299.822     299.650         0.040      160.192      1.4984e-01      5.9118e-04      8.8585e-05      5.2831e-05    8.463e-03     4.164e+03       3.06e-01    3.85e-02    18084 
    299.822     299.650         0.050      160.192      1.4984e-01      1.4389e-03      2.1561e-04      1.2820e-04    2.054e-02     1.716e+03       7.41e-01    9.33e-02    40278 
    299.822     299.650         0.060      160.192      1.4984e-01      2.7049e-03      4.0530e-04      2.4049e-04    3.852e-02     9.148e+02       1.39e+00    1.75e-01    72349 
    299.822     299.650         0.070      160.192      1.4984e-01      4.4063e-03      6.6026e-04      3.9012e-04    6.249e-02     5.639e+02       2.26e+00    2.84e-01    113627 
    299.822     299.650         0.080      160.192      1.4984e-01      6.3903e-03      9.5754e-04      5.6536e-04    9.057e-02     3.891e+02       3.27e+00    4.12e-01    160910 
    299.822     299.650         0.090      160.192      1.4984e-01      8.7154e-03      1.3059e-03      7.6942e-04    1.233e-01     2.859e+02       4.45e+00    5.60e-01    216165 
    299.822     299.650         0.100      160.192      1.4984e-01      1.1283e-02      1.6907e-03      9.9532e-04    1.594e-01     2.210e+02       5.76e+00    7.25e-01    274835 
    299.822     299.650         0.150      160.192      1.4984e-01      2.5615e-02      3.8383e-03      2.2548e-03    3.612e-01     9.757e+01       1.30e+01    1.64e+00    607451 
    299.822     299.650         0.200      160.192      1.4984e-01      3.9581e-02      5.9309e-03      3.4838e-03    5.581e-01     6.315e+01       2.01e+01    2.54e+00    946256 
    299.822     299.650         0.250      160.192      1.4984e-01      5.1550e-02      7.7245e-03      4.5386e-03    7.270e-01     4.847e+01       2.62e+01    3.30e+00    1257614 
    299.822     299.650         0.300      160.192      1.4984e-01      6.1166e-02      9.1653e-03      5.3877e-03    8.631e-01     4.083e+01       3.12e+01    3.92e+00    1530937 
    299.822     299.650         0.400      160.192      1.4984e-01      7.4769e-02      1.1204e-02      6.5865e-03    1.055e+00     3.340e+01       3.81e+01    4.80e+00    1979634 
    299.822     299.650         0.500      160.192      1.4984e-01      8.2786e-02      1.2405e-02      7.2947e-03    1.169e+00     3.016e+01       4.22e+01    5.31e+00    2318336 
    299.822     299.650         0.600      160.192      1.4984e-01      8.7193e-02      1.3065e-02      7.6781e-03    1.230e+00     2.865e+01       4.44e+01    5.59e+00    2577824 
    299.822     299.650         0.700      160.192      1.4984e-01      8.9151e-02      1.3359e-02      7.8453e-03    1.257e+00     2.804e+01       4.54e+01    5.71e+00    2779457 
    299.822     299.650         0.800      160.192      1.4984e-01      8.9909e-02      1.3472e-02      7.9058e-03    1.266e+00     2.783e+01       4.57e+01    5.76e+00    2937626 
    299.822     299.650         0.900      160.192      1.4984e-01      8.9507e-02      1.3412e-02      7.8629e-03    1.260e+00     2.798e+01       4.55e+01    5.73e+00    3065984 
    299.822     299.650         1.000      160.192      1.4984e-01      8.8674e-02      1.3287e-02      7.7820e-03    1.247e+00     2.827e+01       4.50e+01    5.67e+00    3170681 
    299.822     299.650         1.500      160.192      1.4984e-01      8.0517e-02      1.2065e-02      7.0337e-03    1.127e+00     3.128e+01       4.07e+01    5.12e+00    3482250 
    299.822     299.650         2.000      160.192      1.4984e-01      7.1766e-02      1.0754e-02      6.2471e-03    1.001e+00     3.522e+01       3.61e+01    4.55e+00    3626640 
    299.822     299.650         2.500      160.192      1.4984e-01      6.4113e-02      9.6069e-03      5.5641e-03    8.913e-01     3.954e+01       3.22e+01    4.05e+00    3703191 
    299.822     299.650         3.000      160.192      1.4984e-01      5.7707e-02      8.6470e-03      4.9955e-03    8.002e-01     4.404e+01       2.89e+01    3.64e+00    3748113 
    299.822     299.650         4.000      160.192      1.4984e-01      4.8021e-02      7.1956e-03      4.1431e-03    6.637e-01     5.310e+01       2.40e+01    3.02e+00    3792255 
    299.822     299.650         5.000      160.192      1.4984e-01      4.1149e-02      6.1658e-03      3.5417e-03    5.674e-01     6.212e+01       2.05e+01    2.58e+00    3814230 
    299.822     299.650         6.000      160.192      1.4984e-01      3.5782e-02      5.3617e-03      3.0724e-03    4.922e-01     7.161e+01       1.78e+01    2.24e+00    3822540 
    299.822     299.650         7.000      160.192      1.4984e-01      3.1803e-02      4.7654e-03      2.7283e-03    4.370e-01     8.064e+01       1.58e+01    1.99e+00    3827800 
    299.822     299.650         8.000      160.192      1.4984e-01      2.8543e-02      4.2769e-03      2.4469e-03    3.920e-01     8.991e+01       1.42e+01    1.78e+00    3830825 
    299.822     299.650         9.000      160.192      1.4984e-01      2.5834e-02      3.8710e-03      2.2119e-03    3.543e-01     9.946e+01       1.28e+01    1.61e+00    3831630 
    299.822     299.650         10.000     160.192      1.4984e-01      2.3677e-02      3.5478e-03      2.0253e-03    3.244e-01     1.086e+02       1.17e+01    1.47e+00    3831266 
    400.268     400.096         0.010      47.913      2.2095e-01      3.6547e-08      8.0751e-09      3.8658e-09    1.852e-07     5.691e+07       6.69e-06    8.42e-07    3 
    400.268     400.096         0.015      47.913      2.2095e-01      9.8916e-07      2.1856e-07      1.2030e-07    5.764e-06     1.829e+06       2.08e-04    2.62e-05    109 
    400.268     400.096         0.020      47.913      2.2095e-01      8.5142e-06      1.8812e-06      1.0133e-06    4.855e-05     2.171e+05       1.75e-03    2.21e-04    668 
    400.268     400.096         0.025      47.913      2.2095e-01      3.2898e-05      7.2688e-06      3.8487e-06    1.844e-04     5.716e+04       6.66e-03    8.38e-04    2245 
    400.268     400.096         0.030      47.913      2.2095e-01      8.9361e-05      1.9745e-05      1.0429e-05    4.997e-04     2.109e+04       1.80e-02    2.27e-03    5609 
    400.268     400.096         0.040      47.913      2.2095e-01      3.6089e-04      7.9740e-05      4.2177e-05    2.021e-03     5.216e+03       7.30e-02    9.19e-03    19669 
    400.268     400.096         0.050      47.913      2.2095e-01      9.2685e-04      2.0479e-04      1.0865e-04    5.206e-03     2.025e+03       1.88e-01    2.37e-02    46254 
    400.268     400.096         0.060      47.913      2.2095e-01      1.8067e-03      3.9918e-04      2.1113e-04    1.012e-02     1.042e+03       3.65e-01    4.60e-02    85156 
    400.268     400.096         0.070      47.913      2.2095e-01      3.0078e-03      6.6458e-04      3.5193e-04    1.686e-02     6.251e+02       6.09e-01    7.66e-02    135911 
    400.268     400.096         0.080      47.913      2.2095e-01      4.5517e-03      1.0057e-03      5.3171e-04    2.548e-02     4.138e+02       9.20e-01    1.16e-01    198817 
    400.268     400.096         0.090      47.913      2.2095e-01      6.3322e-03      1.3991e-03      7.4011e-04    3.546e-02     2.973e+02       1.28e+00    1.61e-01    271404 
    400.268     400.096         0.100      47.913      2.2095e-01      8.3840e-03      1.8525e-03      9.7968e-04    4.694e-02     2.246e+02       1.69e+00    2.13e-01    352479 
    400.268     400.096         0.150      47.913      2.2095e-01      2.0664e-02      4.5658e-03      2.4161e-03    1.158e-01     9.105e+01       4.18e+00    5.26e-01    830606 
    400.268     400.096         0.200      47.913      2.2095e-01      3.3600e-02      7.4241e-03      3.9342e-03    1.885e-01     5.592e+01       6.80e+00    8.57e-01    1345183 
    400.268     400.096         0.250      47.913      2.2095e-01      4.5373e-02      1.0025e-02      5.3208e-03    2.549e-01     4.135e+01       9.20e+00    1.16e+00    1838095 
    400.268     400.096         0.300      47.913      2.2095e-01      5.5460e-02      1.2254e-02      6.5126e-03    3.120e-01     3.378e+01       1.13e+01    1.42e+00    2288030 
    400.268     400.096         0.400      47.913      2.2095e-01      7.0223e-02      1.5516e-02      8.2609e-03    3.958e-01     2.663e+01       1.43e+01    1.80e+00    3037366 
    400.268     400.096         0.500      47.913      2.2095e-01      7.9760e-02      1.7623e-02      9.3928e-03    4.500e-01     2.342e+01       1.62e+01    2.05e+00    3624006 
    400.268     400.096         0.600      47.913      2.2095e-01      8.5454e-02      1.8881e-02      1.0069e-02    4.824e-01     2.185e+01       1.74e+01    2.19e+00    4078150 
    400.268     400.096         0.700      47.913      2.2095e-01      8.8819e-02      1.9625e-02      1.0464e-02    5.014e-01     2.102e+01       1.81e+01    2.28e+00    4443508 
    400.268     400.096         0.800      47.913      2.2095e-01      9.0398e-02      1.9974e-02      1.0647e-02    5.101e-01     2.066e+01       1.84e+01    2.32e+00    4731767 
    400.268     400.096         0.900      47.913      2.2095e-01      9.0910e-02      2.0087e-02      1.0705e-02    5.129e-01     2.055e+01       1.85e+01    2.33e+00    4968648 
    400.268     400.096         1.000      47.913      2.2095e-01      9.0698e-02      2.0040e-02      1.0674e-02    5.114e-01     2.061e+01       1.85e+01    2.32e+00    5160101 
    400.268     400.096         1.500      47.913      2.2095e-01      8.4516e-02      1.8674e-02      9.9145e-03    4.750e-01     2.219e+01       1.71e+01    2.16e+00    5749669 
    400.268     400.096         2.000      47.913      2.2095e-01      7.6476e-02      1.6898e-02      8.9443e-03    4.285e-01     2.460e+01       1.55e+01    1.95e+00    6030649 
    400.268     400.096         2.500      47.913      2.2095e-01      6.9111e-02      1.5270e-02      8.0608e-03    3.862e-01     2.729e+01       1.39e+01    1.76e+00    6177823 
    400.268     400.096         3.000      47.913      2.2095e-01      6.2765e-02      1.3868e-02      7.3038e-03    3.499e-01     3.012e+01       1.26e+01    1.59e+00    6268980 
    400.268     400.096         4.000      47.913      2.2095e-01      5.2766e-02      1.1659e-02      6.1201e-03    2.932e-01     3.595e+01       1.06e+01    1.33e+00    6359245 
    400.268     400.096         5.000      47.913      2.2095e-01      4.5430e-02      1.0038e-02      5.2577e-03    2.519e-01     4.184e+01       9.09e+00    1.15e+00    6398713 
    400.268     400.096         6.000      47.913      2.2095e-01      3.9793e-02      8.7923e-03      4.5968e-03    2.202e-01     4.786e+01       7.95e+00    1.00e+00    6416930 
    400.268     400.096         7.000      47.913      2.2095e-01      3.5370e-02      7.8151e-03      4.0806e-03    1.955e-01     5.391e+01       7.06e+00    8.89e-01    6424736 
    400.268     400.096         8.000      47.913      2.2095e-01      3.1901e-02      7.0486e-03      3.6752e-03    1.761e-01     5.986e+01       6.36e+00    8.00e-01    6429741 
    400.268     400.096         9.000      47.913      2.2095e-01      2.9006e-02      6.4089e-03      3.3385e-03    1.600e-01     6.590e+01       5.77e+00    7.27e-01    6431737 
    400.268     400.096         10.000      47.913      2.2095e-01      2.6627e-02      5.8833e-03      3.0635e-03    1.468e-01     7.181e+01       5.30e+00    6.67e-01    6431192 
    500.235     500.062         0.010      16.870      2.8422e-01      7.9998e-11      2.2737e-11      1.0035e-11    1.693e-10     2.192e+10       6.11e-09    7.70e-10    2 
    500.235     500.062         0.015      16.870      2.8422e-01      4.4716e-07      1.2709e-07      5.4624e-08    9.215e-07     4.028e+06       3.33e-05    4.19e-06    67 
    500.235     500.062         0.020      16.870      2.8422e-01      3.5673e-06      1.0139e-06      4.4632e-07    7.529e-06     4.929e+05       2.72e-04    3.42e-05    507 
    500.235     500.062         0.025      16.870      2.8422e-01      1.7284e-05      4.9124e-06      2.1589e-06    3.642e-05     1.019e+05       1.31e-03    1.66e-04    1825 
    500.235     500.062         0.030      16.870      2.8422e-01      4.9257e-05      1.4000e-05      6.1584e-06    1.039e-04     3.572e+04       3.75e-03    4.72e-04    4666 
    500.235     500.062         0.040      16.870      2.8422e-01      2.1444e-04      6.0950e-05      2.6621e-05    4.491e-04     8.264e+03       1.62e-02    2.04e-03    17299 
    500.235     500.062         0.050      16.870      2.8422e-01      5.7905e-04      1.6458e-04      7.1699e-05    1.210e-03     3.068e+03       4.37e-02    5.50e-03    42439 
    500.235     500.062         0.060      16.870      2.8422e-01      1.2107e-03      3.4411e-04      1.5008e-04    2.532e-03     1.466e+03       9.14e-02    1.15e-02    82940 
    500.235     500.062         0.070      16.870      2.8422e-01      2.1142e-03      6.0090e-04      2.6188e-04    4.418e-03     8.401e+02       1.59e-01    2.01e-02    138160 
    500.235     500.062         0.080      16.870      2.8422e-01      3.3052e-03      9.3942e-04      4.0964e-04    6.911e-03     5.371e+02       2.49e-01    3.14e-02    207766 
    500.235     500.062         0.090      16.870      2.8422e-01      4.7574e-03      1.3522e-03      5.8898e-04    9.936e-03     3.735e+02       3.59e-01    4.52e-02    290358 
    500.235     500.062         0.100      16.870      2.8422e-01      6.4512e-03      1.8336e-03      7.9999e-04    1.350e-02     2.750e+02       4.87e-01    6.13e-02    385433 
    500.235     500.062         0.150      16.870      2.8422e-01      1.7263e-02      4.9066e-03      2.1417e-03    3.613e-02     1.027e+02       1.30e+00    1.64e-01    966938 
    500.235     500.062         0.200      16.870      2.8422e-01      2.9516e-02      8.3891e-03      3.6681e-03    6.188e-02     5.998e+01       2.23e+00    2.81e-01    1626304 
    500.235     500.062         0.250      16.870      2.8422e-01      4.1121e-02      1.1687e-02      5.1165e-03    8.632e-02     4.300e+01       3.12e+00    3.92e-01    2276358 
    500.235     500.062         0.300      16.870      2.8422e-01      5.1272e-02      1.4573e-02      6.3842e-03    1.077e-01     3.446e+01       3.89e+00    4.90e-01    2879781 
    500.235     500.062         0.400      16.870      2.8422e-01      6.7135e-02      1.9082e-02      8.3763e-03    1.413e-01     2.626e+01       5.10e+00    6.42e-01    3923203 
    500.235     500.062         0.500      16.870      2.8422e-01      7.7797e-02      2.2112e-02      9.7140e-03    1.639e-01     2.265e+01       5.92e+00    7.45e-01    4758914 
    500.235     500.062         0.600      16.870      2.8422e-01      8.4724e-02      2.4081e-02      1.0588e-02    1.786e-01     2.078e+01       6.45e+00    8.12e-01    5424867 
    500.235     500.062         0.700      16.870      2.8422e-01      8.8942e-02      2.5279e-02      1.1116e-02    1.875e-01     1.979e+01       6.77e+00    8.52e-01    5955806 
    500.235     500.062         0.800      16.870      2.8422e-01      9.1449e-02      2.5992e-02      1.1428e-02    1.928e-01     1.925e+01       6.96e+00    8.76e-01    6392680 
    500.235     500.062         0.900      16.870      2.8422e-01      9.2631e-02      2.6328e-02      1.1573e-02    1.952e-01     1.901e+01       7.05e+00    8.87e-01    6749179 
    500.235     500.062         1.000      16.870      2.8422e-01      9.3015e-02      2.6437e-02      1.1619e-02    1.960e-01     1.894e+01       7.08e+00    8.91e-01    7047394 
    500.235     500.062         1.500      16.870      2.8422e-01      8.8368e-02      2.5116e-02      1.1011e-02    1.858e-01     1.998e+01       6.71e+00    8.44e-01    7969338 
    500.235     500.062         2.000      16.870      2.8422e-01      8.0959e-02      2.3010e-02      1.0058e-02    1.697e-01     2.187e+01       6.13e+00    7.71e-01    8422197 
    500.235     500.062         2.500      16.870      2.8422e-01      7.3626e-02      2.0926e-02      9.1251e-03    1.539e-01     2.411e+01       5.56e+00    7.00e-01    8678110 
    500.235     500.062         3.000      16.870      2.8422e-01      6.7210e-02      1.9103e-02      8.3106e-03    1.402e-01     2.647e+01       5.06e+00    6.37e-01    8832058 
    500.235     500.062         4.000      16.870      2.8422e-01      5.6945e-02      1.6185e-02      7.0188e-03    1.184e-01     3.134e+01       4.27e+00    5.38e-01    8997694 
    500.235     500.062         5.000      16.870      2.8422e-01      4.9193e-02      1.3982e-02      6.0482e-03    1.020e-01     3.637e+01       3.68e+00    4.64e-01    9076272 
    500.235     500.062         6.000      16.870      2.8422e-01      4.3259e-02      1.2295e-02      5.3076e-03    8.954e-02     4.145e+01       3.23e+00    4.07e-01    9119133 
    500.235     500.062         7.000      16.870      2.8422e-01      3.8580e-02      1.0965e-02      4.7257e-03    7.972e-02     4.655e+01       2.88e+00    3.62e-01    9140223 
    500.235     500.062         8.000      16.870      2.8422e-01      3.4787e-02      9.8874e-03      4.2546e-03    7.178e-02     5.171e+01       2.59e+00    3.26e-01    9153646 
    500.235     500.062         9.000      16.870      2.8422e-01      3.1712e-02      9.0133e-03      3.8745e-03    6.536e-02     5.678e+01       2.36e+00    2.97e-01    9160407 
