 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    300.204     300.000         2.000      1372.878      1.7905e-01      4.8613e-02      8.7039e-03      6.2957e-03    8.643e+00     3.494e+01       3.12e+02    3.93e+01    49604 
    300.204     300.000         2.500      1372.878      1.7905e-01      4.2453e-02      7.6010e-03      5.4604e-03    7.496e+00     4.029e+01       2.71e+02    3.41e+01    49941 
    300.204     300.000         3.000      1372.878      1.7905e-01      3.7143e-02      6.6502e-03      4.7655e-03    6.542e+00     4.617e+01       2.36e+02    2.97e+01    50269 
    300.204     300.000         4.000      1372.878      1.7905e-01      2.9520e-02      5.2853e-03      3.7805e-03    5.190e+00     5.819e+01       1.87e+02    2.36e+01    50195 
    300.204     300.000         5.000      1372.878      1.7905e-01      2.4641e-02      4.4118e-03      3.1569e-03    4.334e+00     6.969e+01       1.56e+02    1.97e+01    50354 
    300.204     300.000         6.000      1372.878      1.7905e-01      2.1064e-02      3.7714e-03      2.6875e-03    3.690e+00     8.186e+01       1.33e+02    1.68e+01    50213 
    300.204     300.000         7.000      1372.878      1.7905e-01      1.8014e-02      3.2253e-03      2.3027e-03    3.161e+00     9.554e+01       1.14e+02    1.44e+01    50247 
    300.204     300.000         8.000      1372.878      1.7905e-01      1.6340e-02      2.9256e-03      2.0866e-03    2.865e+00     1.054e+02       1.03e+02    1.30e+01    50194 
    300.204     300.000         9.000      1372.878      1.7905e-01      1.4307e-02      2.5616e-03      1.8146e-03    2.491e+00     1.212e+02       8.99e+01    1.13e+01    50195 
    300.204     300.000         10.000      1372.878      1.7905e-01      1.3371e-02      2.3941e-03      1.7097e-03    2.347e+00     1.287e+02       8.47e+01    1.07e+01    50149 
    400.208     400.000         0.010      337.207      2.3693e-01      1.1606e-05      2.7499e-06      1.8489e-06    6.234e-04     1.190e+05       2.25e-02    2.83e-03    9 
    400.208     400.000         0.015      337.207      2.3693e-01      7.2976e-05      1.7290e-05      1.1741e-05    3.959e-03     1.874e+04       1.43e-01    1.80e-02    63 
    400.208     400.000         0.020      337.207      2.3693e-01      4.0119e-04      9.5056e-05      6.2110e-05    2.094e-02     3.542e+03       7.56e-01    9.52e-02    242 
    400.208     400.000         0.025      337.207      2.3693e-01      9.5199e-04      2.2556e-04      1.4983e-04    5.052e-02     1.468e+03       1.82e+00    2.30e-01    537 
    400.208     400.000         0.030      337.207      2.3693e-01      1.8452e-03      4.3720e-04      2.8785e-04    9.707e-02     7.643e+02       3.50e+00    4.41e-01    1053 
    400.208     400.000         0.040      337.207      2.3693e-01      4.9499e-03      1.1728e-03      7.6028e-04    2.564e-01     2.894e+02       9.26e+00    1.17e+00    2463 
    400.208     400.000         0.050      337.207      2.3693e-01      8.9795e-03      2.1275e-03      1.3725e-03    4.628e-01     1.603e+02       1.67e+01    2.10e+00    4365 
    400.208     400.000         0.060      337.207      2.3693e-01      1.3806e-02      3.2711e-03      2.0793e-03    7.011e-01     1.058e+02       2.53e+01    3.19e+00    6529 
    400.208     400.000         0.070      337.207      2.3693e-01      1.9353e-02      4.5853e-03      2.9258e-03    9.866e-01     7.519e+01       3.56e+01    4.48e+00    8920 
    400.208     400.000         0.080      337.207      2.3693e-01      2.4160e-02      5.7244e-03      3.6340e-03    1.225e+00     6.054e+01       4.42e+01    5.57e+00    11074 
    400.208     400.000         0.090      337.207      2.3693e-01      2.9622e-02      7.0185e-03      4.4460e-03    1.499e+00     4.948e+01       5.41e+01    6.81e+00    13527 
    400.208     400.000         0.100      337.207      2.3693e-01      3.5328e-02      8.3705e-03      5.2886e-03    1.783e+00     4.160e+01       6.44e+01    8.11e+00    16177 
    400.208     400.000         0.150      337.207      2.3693e-01      5.8028e-02      1.3749e-02      8.6331e-03    2.911e+00     2.548e+01       1.05e+02    1.32e+01    27129 
    400.208     400.000         0.200      337.207      2.3693e-01      7.4539e-02      1.7661e-02      1.1036e-02    3.721e+00     1.993e+01       1.34e+02    1.69e+01    36158 
    400.208     400.000         0.250      337.207      2.3693e-01      8.3673e-02      1.9825e-02      1.2347e-02    4.164e+00     1.782e+01       1.50e+02    1.89e+01    42499 
    400.208     400.000         0.300      337.207      2.3693e-01      9.0670e-02      2.1483e-02      1.3336e-02    4.497e+00     1.650e+01       1.62e+02    2.04e+01    47907 
    400.208     400.000         0.400      337.207      2.3693e-01      9.5726e-02      2.2681e-02      1.4008e-02    4.723e+00     1.571e+01       1.71e+02    2.15e+01    55771 
    400.208     400.000         0.500      337.207      2.3693e-01      9.6487e-02      2.2861e-02      1.4088e-02    4.750e+00     1.562e+01       1.71e+02    2.16e+01    60774 
    400.208     400.000         0.600      337.207      2.3693e-01      9.5764e-02      2.2690e-02      1.3929e-02    4.697e+00     1.579e+01       1.70e+02    2.13e+01    64507 
    400.208     400.000         0.700      337.207      2.3693e-01      9.1568e-02      2.1696e-02      1.3290e-02    4.481e+00     1.655e+01       1.62e+02    2.04e+01    66918 
    400.208     400.000         0.800      337.207      2.3693e-01      8.8746e-02      2.1027e-02      1.2827e-02    4.325e+00     1.715e+01       1.56e+02    1.97e+01    68814 
    400.208     400.000         0.900      337.207      2.3693e-01      8.5872e-02      2.0346e-02      1.2409e-02    4.184e+00     1.773e+01       1.51e+02    1.90e+01    70074 
    400.208     400.000         1.000      337.207      2.3693e-01      8.1926e-02      1.9411e-02      1.1820e-02    3.986e+00     1.861e+01       1.44e+02    1.81e+01    70903 
    400.208     400.000         1.500      337.207      2.3693e-01      6.7729e-02      1.6047e-02      9.6996e-03    3.271e+00     2.268e+01       1.18e+02    1.49e+01    74453 
    400.208     400.000         2.000      337.207      2.3693e-01      5.6715e-02      1.3438e-02      8.0971e-03    2.730e+00     2.717e+01       9.86e+01    1.24e+01    75364 
    400.208     400.000         2.500      337.207      2.3693e-01      4.9113e-02      1.1637e-02      7.0003e-03    2.361e+00     3.143e+01       8.52e+01    1.07e+01    75842 
    400.208     400.000         3.000      337.207      2.3693e-01      4.3008e-02      1.0190e-02      6.0845e-03    2.052e+00     3.616e+01       7.41e+01    9.33e+00    76199 
    400.208     400.000         4.000      337.207      2.3693e-01      3.4222e-02      8.1083e-03      4.8403e-03    1.632e+00     4.545e+01       5.89e+01    7.42e+00    76518 
    400.208     400.000         5.000      337.207      2.3693e-01      2.9148e-02      6.9061e-03      4.1121e-03    1.387e+00     5.350e+01       5.01e+01    6.30e+00    76585 
    400.208     400.000         6.000      337.207      2.3693e-01      2.4547e-02      5.8161e-03      3.4548e-03    1.165e+00     6.368e+01       4.21e+01    5.30e+00    76535 
    400.208     400.000         7.000      337.207      2.3693e-01      2.1560e-02      5.1083e-03      3.0283e-03    1.021e+00     7.265e+01       3.69e+01    4.64e+00    76447 
    400.208     400.000         8.000      337.207      2.3693e-01      1.9694e-02      4.6662e-03      2.7701e-03    9.341e-01     7.942e+01       3.37e+01    4.25e+00    76512 
    400.208     400.000         9.000      337.207      2.3693e-01      1.7393e-02      4.1210e-03      2.4300e-03    8.194e-01     9.054e+01       2.96e+01    3.72e+00    76572 
    400.208     400.000         10.000      337.207      2.3693e-01      1.5537e-02      3.6814e-03      2.1850e-03    7.368e-01     1.007e+02       2.66e+01    3.35e+00    76544 
    500.211     500.000         0.010      104.678      2.9654e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00     nan       0.00e+00    0.00e+00    0 
    500.211     500.000         0.015      104.678      2.9654e-01      2.7013e-05      8.0104e-06      4.0571e-06    4.247e-04     5.423e+04       1.53e-02    1.93e-03    40 
    500.211     500.000         0.020      104.678      2.9654e-01      1.1064e-04      3.2808e-05      1.8018e-05    1.886e-03     1.221e+04       6.81e-02    8.57e-03    110 
    500.211     500.000         0.025      104.678      2.9654e-01      3.6604e-04      1.0854e-04      5.8497e-05    6.123e-03     3.761e+03       2.21e-01    2.78e-02    331 
    500.211     500.000         0.030      104.678      2.9654e-01      8.2572e-04      2.4485e-04      1.3416e-04    1.404e-02     1.640e+03       5.07e-01    6.38e-02    683 
    500.211     500.000         0.040      104.678      2.9654e-01      2.6396e-03      7.8275e-04      4.2527e-04    4.452e-02     5.173e+02       1.61e+00    2.02e-01    1922 
    500.211     500.000         0.050      104.678      2.9654e-01      5.2767e-03      1.5647e-03      8.4547e-04    8.850e-02     2.602e+02       3.19e+00    4.02e-01    3708 
    500.211     500.000         0.060      104.678      2.9654e-01      8.5051e-03      2.5221e-03      1.3542e-03    1.418e-01     1.625e+02       5.12e+00    6.44e-01    5643 
    500.211     500.000         0.070      104.678      2.9654e-01      1.2745e-02      3.7792e-03      2.0340e-03    2.129e-01     1.082e+02       7.69e+00    9.68e-01    8105 
    500.211     500.000         0.080      104.678      2.9654e-01      1.7096e-02      5.0695e-03      2.7193e-03    2.846e-01     8.090e+01       1.03e+01    1.29e+00    10774 
    500.211     500.000         0.090      104.678      2.9654e-01      2.2185e-02      6.5785e-03      3.5224e-03    3.687e-01     6.246e+01       1.33e+01    1.68e+00    13657 
    500.211     500.000         0.100      104.678      2.9654e-01      2.6454e-02      7.8446e-03      4.1980e-03    4.394e-01     5.241e+01       1.59e+01    2.00e+00    16354 
    500.211     500.000         0.150      104.678      2.9654e-01      4.8469e-02      1.4373e-02      7.6430e-03    8.001e-01     2.878e+01       2.89e+01    3.64e+00    29808 
    500.211     500.000         0.200      104.678      2.9654e-01      6.4804e-02      1.9217e-02      1.0145e-02    1.062e+00     2.168e+01       3.83e+01    4.83e+00    41135 
    500.211     500.000         0.250      104.678      2.9654e-01      7.7212e-02      2.2896e-02      1.2067e-02    1.263e+00     1.823e+01       4.56e+01    5.74e+00    50392 
    500.211     500.000         0.300      104.678      2.9654e-01      8.5256e-02      2.5281e-02      1.3297e-02    1.392e+00     1.655e+01       5.02e+01    6.33e+00    57874 
    500.211     500.000         0.400      104.678      2.9654e-01      9.3613e-02      2.7760e-02      1.4568e-02    1.525e+00     1.510e+01       5.51e+01    6.93e+00    68579 
    500.211     500.000         0.500      104.678      2.9654e-01      9.6829e-02      2.8713e-02      1.5042e-02    1.575e+00     1.463e+01       5.68e+01    7.16e+00    76376 
    500.211     500.000         0.600      104.678      2.9654e-01      9.7147e-02      2.8808e-02      1.5057e-02    1.576e+00     1.461e+01       5.69e+01    7.16e+00    81899 
    500.211     500.000         0.700      104.678      2.9654e-01      9.4831e-02      2.8121e-02      1.4668e-02    1.535e+00     1.500e+01       5.54e+01    6.98e+00    85645 
    500.211     500.000         0.800      104.678      2.9654e-01      9.2911e-02      2.7551e-02      1.4336e-02    1.501e+00     1.535e+01       5.42e+01    6.82e+00    88361 
    500.211     500.000         0.900      104.678      2.9654e-01      9.0275e-02      2.6770e-02      1.3905e-02    1.456e+00     1.582e+01       5.25e+01    6.62e+00    90950 
    500.211     500.000         1.000      104.678      2.9654e-01      8.7263e-02      2.5876e-02      1.3417e-02    1.404e+00     1.640e+01       5.07e+01    6.38e+00    92450 
    500.211     500.000         1.500      104.678      2.9654e-01      7.3189e-02      2.1703e-02      1.1198e-02    1.172e+00     1.965e+01       4.23e+01    5.33e+00    97359 
    500.211     500.000         2.000      104.678      2.9654e-01      6.2356e-02      1.8491e-02      9.4722e-03    9.915e-01     2.323e+01       3.58e+01    4.51e+00    99492 
    500.211     500.000         2.500      104.678      2.9654e-01      5.4494e-02      1.6160e-02      8.2672e-03    8.654e-01     2.661e+01       3.12e+01    3.93e+00    100561 
    500.211     500.000         3.000      104.678      2.9654e-01      4.8336e-02      1.4333e-02      7.3082e-03    7.650e-01     3.010e+01       2.76e+01    3.48e+00    101189 
    500.211     500.000         4.000      104.678      2.9654e-01      3.8549e-02      1.1431e-02      5.8059e-03    6.078e-01     3.789e+01       2.19e+01    2.76e+00    101439 
    500.211     500.000         5.000      104.678      2.9654e-01      3.2932e-02      9.7655e-03      4.9350e-03    5.166e-01     4.458e+01       1.86e+01    2.35e+00    101517 
    500.211     500.000         6.000      104.678      2.9654e-01      2.8442e-02      8.4341e-03      4.2634e-03    4.463e-01     5.160e+01       1.61e+01    2.03e+00    101731 
    500.211     500.000         7.000      104.678      2.9654e-01      2.5302e-02      7.5029e-03      3.7961e-03    3.974e-01     5.795e+01       1.43e+01    1.81e+00    101640 
    500.211     500.000         8.000      104.678      2.9654e-01      2.1876e-02      6.4869e-03      3.2831e-03    3.437e-01     6.701e+01       1.24e+01    1.56e+00    101802 
    500.211     500.000         9.000      104.678      2.9654e-01      2.0037e-02      5.9418e-03      3.0046e-03    3.145e-01     7.322e+01       1.14e+01    1.43e+00    101851 
