 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    90.678     90.505         0.700      31677.811      5.5961e-02      8.4237e-02      4.7140e-03      8.1021e-04    2.567e+01     2.715e+02       9.27e+02    1.17e+02    440891 
    90.678     90.505         0.800      31677.811      5.5961e-02      8.1282e-02      4.5487e-03      7.5822e-04    2.402e+01     2.902e+02       8.67e+02    1.09e+02    446663 
    90.678     90.505         0.900      31677.811      5.5961e-02      7.8282e-02      4.3808e-03      7.1181e-04    2.255e+01     3.091e+02       8.14e+02    1.02e+02    450053 
    90.678     90.505         1.000      31677.811      5.5961e-02      7.5419e-02      4.2206e-03      6.7043e-04    2.124e+01     3.281e+02       7.67e+02    9.65e+01    452850 
    90.678     90.505         1.500      31677.811      5.5961e-02      6.1932e-02      3.4658e-03      5.0527e-04    1.601e+01     4.354e+02       5.78e+02    7.28e+01    456216 
    90.678     90.505         2.000      31677.811      5.5961e-02      5.2264e-02      2.9248e-03      4.0578e-04    1.285e+01     5.422e+02       4.64e+02    5.84e+01    456238 
    90.678     90.505         2.500      31677.811      5.5961e-02      4.4854e-02      2.5101e-03      3.3581e-04    1.064e+01     6.551e+02       3.84e+02    4.84e+01    454809 
    90.678     90.505         3.000      31677.811      5.5961e-02      3.9464e-02      2.2084e-03      2.8801e-04    9.123e+00     7.639e+02       3.29e+02    4.15e+01    453166 
    90.678     90.505         4.000      31677.811      5.5961e-02      3.1822e-02      1.7808e-03      2.2508e-04    7.130e+00     9.774e+02       2.57e+02    3.24e+01    451455 
    90.678     90.505         5.000      31677.811      5.5961e-02      2.6598e-02      1.4885e-03      1.8262e-04    5.785e+00     1.205e+03       2.09e+02    2.63e+01    449796 
    90.678     90.505         6.000      31677.811      5.5961e-02      2.2939e-02      1.2837e-03      1.5462e-04    4.898e+00     1.423e+03       1.77e+02    2.23e+01    448602 
    90.678     90.505         7.000      31677.811      5.5961e-02      2.0119e-02      1.1259e-03      1.3443e-04    4.258e+00     1.637e+03       1.54e+02    1.94e+01    447930 
    90.678     90.505         8.000      31677.811      5.5961e-02      1.7816e-02      9.9700e-04      1.1743e-04    3.720e+00     1.874e+03       1.34e+02    1.69e+01    446968 
    90.678     90.505         9.000      31677.811      5.5961e-02      1.6186e-02      9.0578e-04      1.0503e-04    3.327e+00     2.095e+03       1.20e+02    1.51e+01    446277 
    90.678     90.505         10.000     31677.811      5.5961e-02      1.4791e-02      8.2772e-04      9.5936e-05    3.039e+00     2.293e+03       1.10e+02    1.38e+01    445988 
    199.716     199.544         0.010      1641.867      1.5506e-01      8.1689e-07      1.2666e-07      2.8325e-08    4.651e-05     7.767e+06       1.68e-03    2.11e-04    22 
    199.716     199.544         0.015      1641.867      1.5506e-01      1.0817e-05      1.6772e-06      3.6155e-07    5.936e-04     6.085e+05       2.14e-02    2.70e-03    268 
    199.716     199.544         0.020      1641.867      1.5506e-01      5.8829e-05      9.1218e-06      1.9395e-06    3.184e-03     1.134e+05       1.15e-01    1.45e-02    1229 
    199.716     199.544         0.025      1641.867      1.5506e-01      1.7354e-04      2.6908e-05      5.6377e-06    9.256e-03     3.902e+04       3.34e-01    4.21e-02    3367 
    199.716     199.544         0.030      1641.867      1.5506e-01      4.0322e-04      6.2522e-05      1.3031e-05    2.140e-02     1.688e+04       7.72e-01    9.73e-02    7175 
    199.716     199.544         0.040      1641.867      1.5506e-01      1.2693e-03      1.9681e-04      4.0720e-05    6.686e-02     5.403e+03       2.41e+00    3.04e-01    20603 
    199.716     199.544         0.050      1641.867      1.5506e-01      2.7057e-03      4.1953e-04      8.6838e-05    1.426e-01     2.533e+03       5.15e+00    6.48e-01    41560 
    199.716     199.544         0.060      1641.867      1.5506e-01      4.7517e-03      7.3678e-04      1.5246e-04    2.503e-01     1.443e+03       9.04e+00    1.14e+00    70406 
    199.716     199.544         0.070      1641.867      1.5506e-01      7.2909e-03      1.1305e-03      2.3329e-04    3.830e-01     9.430e+02       1.38e+01    1.74e+00    104630 
    199.716     199.544         0.080      1641.867      1.5506e-01      1.0217e-02      1.5842e-03      3.2691e-04    5.367e-01     6.730e+02       1.94e+01    2.44e+00    143536 
    199.716     199.544         0.090      1641.867      1.5506e-01      1.3337e-02      2.0680e-03      4.2697e-04    7.010e-01     5.153e+02       2.53e+01    3.19e+00    185174 
    199.716     199.544         0.100      1641.867      1.5506e-01      1.6704e-02      2.5901e-03      5.3374e-04    8.763e-01     4.122e+02       3.16e+01    3.98e+00    229857 
    199.716     199.544         0.150      1641.867      1.5506e-01      3.4128e-02      5.2918e-03      1.0870e-03    1.785e+00     2.024e+02       6.44e+01    8.11e+00    462727 
    199.716     199.544         0.200      1641.867      1.5506e-01      4.9433e-02      7.6648e-03      1.5677e-03    2.574e+00     1.403e+02       9.29e+01    1.17e+01    678163 
    199.716     199.544         0.250      1641.867      1.5506e-01      6.1745e-02      9.5739e-03      1.9465e-03    3.196e+00     1.130e+02       1.15e+02    1.45e+01    865518 
    199.716     199.544         0.300      1641.867      1.5506e-01      7.0842e-02      1.0984e-02      2.2181e-03    3.642e+00     9.918e+01       1.31e+02    1.66e+01    1018207 
    199.716     199.544         0.400      1641.867      1.5506e-01      8.2838e-02      1.2845e-02      2.5538e-03    4.193e+00     8.615e+01       1.51e+02    1.91e+01    1256281 
    199.716     199.544         0.500      1641.867      1.5506e-01      8.8946e-02      1.3792e-02      2.6989e-03    4.431e+00     8.151e+01       1.60e+02    2.01e+01    1422769 
    199.716     199.544         0.600      1641.867      1.5506e-01      9.1456e-02      1.4181e-02      2.7296e-03    4.482e+00     8.060e+01       1.62e+02    2.04e+01    1539714 
    199.716     199.544         0.700      1641.867      1.5506e-01      9.2367e-02      1.4322e-02      2.7169e-03    4.461e+00     8.097e+01       1.61e+02    2.03e+01    1628836 
    199.716     199.544         0.800      1641.867      1.5506e-01      9.1515e-02      1.4190e-02      2.6547e-03    4.359e+00     8.287e+01       1.57e+02    1.98e+01    1694934 
    199.716     199.544         0.900      1641.867      1.5506e-01      9.0013e-02      1.3957e-02      2.5765e-03    4.230e+00     8.539e+01       1.53e+02    1.92e+01    1742145 
    199.716     199.544         1.000      1641.867      1.5506e-01      8.8223e-02      1.3680e-02      2.4958e-03    4.098e+00     8.815e+01       1.48e+02    1.86e+01    1781931 
    199.716     199.544         1.500      1641.867      1.5506e-01      7.7310e-02      1.1987e-02      2.0856e-03    3.424e+00     1.055e+02       1.24e+02    1.56e+01    1885818 
    199.716     199.544         2.000      1641.867      1.5506e-01      6.7586e-02      1.0480e-02      1.7641e-03    2.896e+00     1.247e+02       1.05e+02    1.32e+01    1926368 
    199.716     199.544         2.500      1641.867      1.5506e-01      5.9445e-02      9.2174e-03      1.5145e-03    2.487e+00     1.453e+02       8.98e+01    1.13e+01    1942850 
    199.716     199.544         3.000      1641.867      1.5506e-01      5.3150e-02      8.2412e-03      1.3292e-03    2.182e+00     1.655e+02       7.88e+01    9.92e+00    1953052 
    199.716     199.544         4.000      1641.867      1.5506e-01      4.3538e-02      6.7508e-03      1.0599e-03    1.740e+00     2.076e+02       6.28e+01    7.91e+00    1958282 
    199.716     199.544         5.000      1641.867      1.5506e-01      3.6885e-02      5.7193e-03      8.8257e-04    1.449e+00     2.493e+02       5.23e+01    6.59e+00    1960373 
    199.716     199.544         6.000      1641.867      1.5506e-01      3.1849e-02      4.9384e-03      7.4978e-04    1.231e+00     2.934e+02       4.44e+01    5.60e+00    1959571 
    199.716     199.544         7.000      1641.867      1.5506e-01      2.7999e-02      4.3414e-03      6.5328e-04    1.073e+00     3.368e+02       3.87e+01    4.88e+00    1958174 
    199.716     199.544         8.000      1641.867      1.5506e-01      2.5163e-02      3.9017e-03      5.8268e-04    9.567e-01     3.776e+02       3.45e+01    4.35e+00    1957478 
    199.716     199.544         9.000      1641.867      1.5506e-01      2.2782e-02      3.5325e-03      5.2460e-04    8.613e-01     4.194e+02       3.11e+01    3.92e+00    1956620 
    199.716     199.544         10.000     1641.867      1.5506e-01      2.0807e-02      3.2263e-03      4.7576e-04    7.811e-01     4.624e+02       2.82e+01    3.55e+00    1955275 
    299.822     299.650         0.010      331.607      1.4984e-01      1.2259e-07      1.8368e-08      4.9258e-09    1.633e-06     4.466e+07       5.90e-05    7.42e-06    9 
    299.822     299.650         0.015      331.607      1.4984e-01      2.4675e-06      3.6974e-07      1.0533e-07    3.493e-05     2.089e+06       1.26e-03    1.59e-04    72 
    299.822     299.650         0.020      331.607      1.4984e-01      1.7086e-05      2.5602e-06      7.5695e-07    2.510e-04     2.906e+05       9.06e-03    1.14e-03    425 
    299.822     299.650         0.025      331.607      1.4984e-01      6.9303e-05      1.0384e-05      3.0891e-06    1.024e-03     7.122e+04       3.70e-02    4.66e-03    1296 
    299.822     299.650         0.030      331.607      1.4984e-01      1.6918e-04      2.5351e-05      7.5495e-06    2.503e-03     2.914e+04       9.04e-02    1.14e-02    2999 
    299.822     299.650         0.040      331.607      1.4984e-01      6.3848e-04      9.5671e-05      2.8814e-05    9.555e-03     7.635e+03       3.45e-01    4.34e-02    9785 
    299.822     299.650         0.050      331.607      1.4984e-01      1.4951e-03      2.2403e-04      6.7702e-05    2.245e-02     3.250e+03       8.10e-01    1.02e-01    21047 
    299.822     299.650         0.060      331.607      1.4984e-01      2.7868e-03      4.1758e-04      1.2633e-04    4.189e-02     1.741e+03       1.51e+00    1.90e-01    37574 
    299.822     299.650         0.070      331.607      1.4984e-01      4.4846e-03      6.7197e-04      2.0324e-04    6.740e-02     1.082e+03       2.43e+00    3.06e-01    58273 
    299.822     299.650         0.080      331.607      1.4984e-01      6.5765e-03      9.8543e-04      2.9837e-04    9.894e-02     7.373e+02       3.57e+00    4.50e-01    83473 
    299.822     299.650         0.090      331.607      1.4984e-01      8.9395e-03      1.3395e-03      4.0534e-04    1.344e-01     5.428e+02       4.85e+00    6.11e-01    110736 
    299.822     299.650         0.100      331.607      1.4984e-01      1.1541e-02      1.7292e-03      5.2299e-04    1.734e-01     4.207e+02       6.26e+00    7.88e-01    140746 
    299.822     299.650         0.150      331.607      1.4984e-01      2.6144e-02      3.9174e-03      1.1831e-03    3.923e-01     1.859e+02       1.42e+01    1.78e+00    310564 
    299.822     299.650         0.200      331.607      1.4984e-01      4.0552e-02      6.0763e-03      1.8340e-03    6.082e-01     1.200e+02       2.20e+01    2.76e+00    483515 
    299.822     299.650         0.250      331.607      1.4984e-01      5.3076e-02      7.9530e-03      2.3979e-03    7.952e-01     9.175e+01       2.87e+01    3.61e+00    642512 
    299.822     299.650         0.300      331.607      1.4984e-01      6.3046e-02      9.4469e-03      2.8449e-03    9.434e-01     7.733e+01       3.41e+01    4.29e+00    781193 
    299.822     299.650         0.400      331.607      1.4984e-01      7.7380e-02      1.1595e-02      3.4772e-03    1.153e+00     6.327e+01       4.16e+01    5.24e+00    1008052 
    299.822     299.650         0.500      331.607      1.4984e-01      8.5920e-02      1.2874e-02      3.8443e-03    1.275e+00     5.723e+01       4.60e+01    5.79e+00    1177606 
    299.822     299.650         0.600      331.607      1.4984e-01      9.0612e-02      1.3577e-02      4.0321e-03    1.337e+00     5.456e+01       4.83e+01    6.08e+00    1306262 
    299.822     299.650         0.700      331.607      1.4984e-01      9.2895e-02      1.3919e-02      4.1122e-03    1.364e+00     5.350e+01       4.92e+01    6.20e+00    1405550 
    299.822     299.650         0.800      331.607      1.4984e-01      9.3688e-02      1.4038e-02      4.1228e-03    1.367e+00     5.336e+01       4.94e+01    6.21e+00    1483059 
    299.822     299.650         0.900      331.607      1.4984e-01      9.3158e-02      1.3959e-02      4.0766e-03    1.352e+00     5.397e+01       4.88e+01    6.14e+00    1542600 
    299.822     299.650         1.000      331.607      1.4984e-01      9.2053e-02      1.3793e-02      4.0051e-03    1.328e+00     5.493e+01       4.79e+01    6.04e+00    1590639 
    299.822     299.650         1.500      331.607      1.4984e-01      8.3170e-02      1.2462e-02      3.5322e-03    1.171e+00     6.228e+01       4.23e+01    5.32e+00    1730565 
    299.822     299.650         2.000      331.607      1.4984e-01      7.3872e-02      1.1069e-02      3.0781e-03    1.021e+00     7.147e+01       3.68e+01    4.64e+00    1792968 
    299.822     299.650         2.500      331.607      1.4984e-01      6.5756e-02      9.8530e-03      2.6969e-03    8.943e-01     8.158e+01       3.23e+01    4.07e+00    1824047 
    299.822     299.650         3.000      331.607      1.4984e-01      5.8943e-02      8.8321e-03      2.3887e-03    7.921e-01     9.210e+01       2.86e+01    3.60e+00    1840540 
    299.822     299.650         4.000      331.607      1.4984e-01      4.8976e-02      7.3386e-03      1.9483e-03    6.461e-01     1.129e+02       2.33e+01    2.94e+00    1857338 
    299.822     299.650         5.000      331.607      1.4984e-01      4.1594e-02      6.2325e-03      1.6338e-03    5.418e-01     1.347e+02       1.96e+01    2.46e+00    1863198 
    299.822     299.650         6.000      331.607      1.4984e-01      3.6182e-02      5.4216e-03      1.4062e-03    4.663e-01     1.565e+02       1.68e+01    2.12e+00    1865584 
    299.822     299.650         7.000      331.607      1.4984e-01      3.2021e-02      4.7981e-03      1.2355e-03    4.097e-01     1.781e+02       1.48e+01    1.86e+00    1867296 
    299.822     299.650         8.000      331.607      1.4984e-01      2.8702e-02      4.3007e-03      1.1014e-03    3.652e-01     1.997e+02       1.32e+01    1.66e+00    1867235 
    299.822     299.650         9.000      331.607      1.4984e-01      2.6010e-02      3.8974e-03      9.9158e-04    3.288e-01     2.219e+02       1.19e+01    1.49e+00    1867276 
    299.822     299.650         10.000     331.607      1.4984e-01      2.3809e-02      3.5675e-03      9.0551e-04    3.003e-01     2.430e+02       1.08e+01    1.36e+00    1866606 
    400.268     400.096         0.010      97.435      2.1625e-01      2.2329e-10      4.8288e-11      1.3908e-11    1.355e-09     1.582e+10       4.89e-08    6.16e-09    2 
    400.268     400.096         0.015      97.435      2.1625e-01      5.4003e-07      1.1678e-07      3.2635e-08    3.180e-06     6.741e+06       1.15e-04    1.45e-05    35 
    400.268     400.096         0.020      97.435      2.1625e-01      5.7719e-06      1.2482e-06      3.2733e-07    3.189e-05     6.721e+05       1.15e-03    1.45e-04    242 
    400.268     400.096         0.025      97.435      2.1625e-01      2.4049e-05      5.2007e-06      1.3675e-06    1.332e-04     1.609e+05       4.81e-03    6.06e-04    814 
    400.268     400.096         0.030      97.435      2.1625e-01      6.9034e-05      1.4929e-05      3.8904e-06    3.791e-04     5.655e+04       1.37e-02    1.72e-03    2270 
    400.268     400.096         0.040      97.435      2.1625e-01      3.1465e-04      6.8044e-05      1.7652e-05    1.720e-03     1.246e+04       6.21e-02    7.82e-03    8620 
    400.268     400.096         0.050      97.435      2.1625e-01      8.3972e-04      1.8159e-04      4.7123e-05    4.591e-03     4.669e+03       1.66e-01    2.09e-02    21009 
    400.268     400.096         0.060      97.435      2.1625e-01      1.6751e-03      3.6225e-04      9.3523e-05    9.112e-03     2.352e+03       3.29e-01    4.14e-02    39618 
    400.268     400.096         0.070      97.435      2.1625e-01      2.8885e-03      6.2463e-04      1.6114e-04    1.570e-02     1.365e+03       5.67e-01    7.14e-02    64436 
    400.268     400.096         0.080      97.435      2.1625e-01      4.4006e-03      9.5163e-04      2.4508e-04    2.388e-02     8.977e+02       8.62e-01    1.09e-01    95219 
    400.268     400.096         0.090      97.435      2.1625e-01      6.2129e-03      1.3435e-03      3.4604e-04    3.372e-02     6.358e+02       1.22e+00    1.53e-01    130417 
    400.268     400.096         0.100      97.435      2.1625e-01      8.3231e-03      1.7999e-03      4.6290e-04    4.510e-02     4.753e+02       1.63e+00    2.05e-01    170804 
    400.268     400.096         0.150      97.435      2.1625e-01      2.0851e-02      4.5090e-03      1.1569e-03    1.127e-01     1.902e+02       4.07e+00    5.12e-01    406008 
    400.268     400.096         0.200      97.435      2.1625e-01      3.4354e-02      7.4291e-03      1.9029e-03    1.854e-01     1.156e+02       6.69e+00    8.43e-01    661666 
    400.268     400.096         0.250      97.435      2.1625e-01      4.6703e-02      1.0100e-02      2.5853e-03    2.519e-01     8.510e+01       9.09e+00    1.15e+00    903858 
    400.268     400.096         0.300      97.435      2.1625e-01      5.7351e-02      1.2402e-02      3.1733e-03    3.092e-01     6.933e+01       1.12e+01    1.41e+00    1125812 
    400.268     400.096         0.400      97.435      2.1625e-01      7.3195e-02      1.5829e-02      4.0451e-03    3.941e-01     5.439e+01       1.42e+01    1.79e+00    1495636 
    400.268     400.096         0.500      97.435      2.1625e-01      8.3204e-02      1.7993e-02      4.5912e-03    4.473e-01     4.792e+01       1.61e+01    2.03e+00    1779875 
    400.268     400.096         0.600      97.435      2.1625e-01      8.9500e-02      1.9354e-02      4.9308e-03    4.804e-01     4.462e+01       1.73e+01    2.18e+00    2006256 
    400.268     400.096         0.700      97.435      2.1625e-01      9.3157e-02      2.0145e-02      5.1224e-03    4.991e-01     4.295e+01       1.80e+01    2.27e+00    2181078 
    400.268     400.096         0.800      97.435      2.1625e-01      9.4925e-02      2.0528e-02      5.2071e-03    5.074e-01     4.225e+01       1.83e+01    2.31e+00    2320958 
    400.268     400.096         0.900      97.435      2.1625e-01      9.5399e-02      2.0630e-02      5.2215e-03    5.088e-01     4.213e+01       1.84e+01    2.31e+00    2433229 
    400.268     400.096         1.000      97.435      2.1625e-01      9.5244e-02      2.0597e-02      5.2004e-03    5.067e-01     4.230e+01       1.83e+01    2.30e+00    2525254 
    400.268     400.096         1.500      97.435      2.1625e-01      8.8370e-02      1.9110e-02      4.7641e-03    4.642e-01     4.618e+01       1.68e+01    2.11e+00    2796677 
    400.268     400.096         2.000      97.435      2.1625e-01      7.9651e-02      1.7225e-02      4.2425e-03    4.134e-01     5.186e+01       1.49e+01    1.88e+00    2921176 
    400.268     400.096         2.500      97.435      2.1625e-01      7.1703e-02      1.5506e-02      3.7796e-03    3.683e-01     5.821e+01       1.33e+01    1.67e+00    2985228 
    400.268     400.096         3.000      97.435      2.1625e-01      6.4885e-02      1.4032e-02      3.3873e-03    3.300e-01     6.495e+01       1.19e+01    1.50e+00    3020163 
    400.268     400.096         4.000      97.435      2.1625e-01      5.4238e-02      1.1729e-02      2.7920e-03    2.720e-01     7.880e+01       9.82e+00    1.24e+00    3054159 
    400.268     400.096         5.000      97.435      2.1625e-01      4.6482e-02      1.0052e-02      2.3660e-03    2.305e-01     9.299e+01       8.32e+00    1.05e+00    3068869 
    400.268     400.096         6.000      97.435      2.1625e-01      4.0648e-02      8.7902e-03      2.0521e-03    1.999e-01     1.072e+02       7.22e+00    9.09e-01    3074966 
    400.268     400.096         7.000      97.435      2.1625e-01      3.6109e-02      7.8085e-03      1.8102e-03    1.764e-01     1.215e+02       6.37e+00    8.02e-01    3076359 
    400.268     400.096         8.000      97.435      2.1625e-01      3.2465e-02      7.0206e-03      1.6188e-03    1.577e-01     1.359e+02       5.69e+00    7.17e-01    3076490 
    400.268     400.096         9.000      97.435      2.1625e-01      2.9459e-02      6.3706e-03      1.4620e-03    1.425e-01     1.505e+02       5.14e+00    6.48e-01    3074837 
    400.268     400.096         10.000     97.435      2.1625e-01      2.6963e-02      5.8308e-03      1.3328e-03    1.299e-01     1.651e+02       4.69e+00    5.90e-01    3075269 
    500.235     500.062         0.010      35.856      2.8570e-01      7.8439e-11      2.2410e-11      5.2446e-12    1.880e-10     4.195e+10       6.79e-09    8.55e-10    1 
    500.235     500.062         0.015      35.856      2.8570e-01      2.4180e-07      6.9081e-08      1.5241e-08    5.465e-07     1.443e+07       1.97e-05    2.48e-06    15 
    500.235     500.062         0.020      35.856      2.8570e-01      1.8947e-06      5.4132e-07      1.2088e-07    4.334e-06     1.820e+06       1.56e-04    1.97e-05    145 
    500.235     500.062         0.025      35.856      2.8570e-01      1.3288e-05      3.7963e-06      8.6127e-07    3.088e-05     2.554e+05       1.11e-03    1.40e-04    730 
    500.235     500.062         0.030      35.856      2.8570e-01      3.6318e-05      1.0376e-05      2.3532e-06    8.438e-05     9.349e+04       3.05e-03    3.84e-04    1823 
    500.235     500.062         0.040      35.856      2.8570e-01      1.8352e-04      5.2430e-05      1.1913e-05    4.272e-04     1.847e+04       1.54e-02    1.94e-03    7737 
    500.235     500.062         0.050      35.856      2.8570e-01      5.3148e-04      1.5184e-04      3.4312e-05    1.230e-03     6.412e+03       4.44e-02    5.59e-03    19688 
    500.235     500.062         0.060      35.856      2.8570e-01      1.1522e-03      3.2917e-04      7.4256e-05    2.663e-03     2.963e+03       9.61e-02    1.21e-02    39837 
    500.235     500.062         0.070      35.856      2.8570e-01      2.0466e-03      5.8469e-04      1.3195e-04    4.731e-03     1.667e+03       1.71e-01    2.15e-02    67112 
    500.235     500.062         0.080      35.856      2.8570e-01      3.2139e-03      9.1820e-04      2.0708e-04    7.425e-03     1.062e+03       2.68e-01    3.37e-02    101813 
    500.235     500.062         0.090      35.856      2.8570e-01      4.6921e-03      1.3405e-03      3.0184e-04    1.082e-02     7.289e+02       3.91e-01    4.92e-02    143595 
    500.235     500.062         0.100      35.856      2.8570e-01      6.4148e-03      1.8327e-03      4.1255e-04    1.479e-02     5.333e+02       5.34e-01    6.72e-02    191692 
    500.235     500.062         0.150      35.856      2.8570e-01      1.7512e-02      5.0032e-03      1.1224e-03    4.025e-02     1.960e+02       1.45e+00    1.83e-01    488613 
    500.235     500.062         0.200      35.856      2.8570e-01      3.0158e-02      8.6160e-03      1.9304e-03    6.921e-02     1.140e+02       2.50e+00    3.15e-01    824682 
    500.235     500.062         0.250      35.856      2.8570e-01      4.2209e-02      1.2059e-02      2.6989e-03    9.677e-02     8.151e+01       3.49e+00    4.40e-01    1154871 
    500.235     500.062         0.300      35.856      2.8570e-01      5.2861e-02      1.5102e-02      3.3764e-03    1.211e-01     6.516e+01       4.37e+00    5.50e-01    1462591 
    500.235     500.062         0.400      35.856      2.8570e-01      6.9446e-02      1.9841e-02      4.4325e-03    1.589e-01     4.963e+01       5.74e+00    7.22e-01    1991249 
    500.235     500.062         0.500      35.856      2.8570e-01      8.0785e-02      2.3080e-02      5.1511e-03    1.847e-01     4.271e+01       6.67e+00    8.40e-01    2414529 
    500.235     500.062         0.600      35.856      2.8570e-01      8.8156e-02      2.5186e-02      5.6177e-03    2.014e-01     3.916e+01       7.27e+00    9.16e-01    2750303 
    500.235     500.062         0.700      35.856      2.8570e-01      9.2635e-02      2.6466e-02      5.8970e-03    2.114e-01     3.731e+01       7.63e+00    9.61e-01    3018142 
    500.235     500.062         0.800      35.856      2.8570e-01      9.5130e-02      2.7178e-02      6.0487e-03    2.169e-01     3.637e+01       7.83e+00    9.86e-01    3234966 
    500.235     500.062         0.900      35.856      2.8570e-01      9.6499e-02      2.7569e-02      6.1285e-03    2.197e-01     3.590e+01       7.93e+00    9.99e-01    3412881 
    500.235     500.062         1.000      35.856      2.8570e-01      9.6701e-02      2.7627e-02      6.1318e-03    2.199e-01     3.588e+01       7.94e+00    9.99e-01    3557494 
    500.235     500.062         1.500      35.856      2.8570e-01      9.1710e-02      2.6201e-02      5.7711e-03    2.069e-01     3.812e+01       7.47e+00    9.41e-01    4008319 
    500.235     500.062         2.000      35.856      2.8570e-01      8.3420e-02      2.3833e-02      5.2087e-03    1.868e-01     4.224e+01       6.74e+00    8.49e-01    4220579 
    500.235     500.062         2.500      35.856      2.8570e-01      7.5605e-02      2.1600e-02      4.6882e-03    1.681e-01     4.693e+01       6.07e+00    7.64e-01    4335554 
    500.235     500.062         3.000      35.856      2.8570e-01      6.8779e-02      1.9650e-02      4.2371e-03    1.519e-01     5.192e+01       5.48e+00    6.91e-01    4403367 
    500.235     500.062         4.000      35.856      2.8570e-01      5.7875e-02      1.6535e-02      3.5279e-03    1.265e-01     6.236e+01       4.57e+00    5.75e-01    4468380 
    500.235     500.062         5.000      35.856      2.8570e-01      4.9864e-02      1.4246e-02      3.0126e-03    1.080e-01     7.303e+01       3.90e+00    4.91e-01    4500240 
    500.235     500.062         6.000      35.856      2.8570e-01      4.3686e-02      1.2481e-02      2.6215e-03    9.400e-02     8.392e+01       3.39e+00    4.27e-01    4514310 
    500.235     500.062         7.000      35.856      2.8570e-01      3.8740e-02      1.1068e-02      2.3109e-03    8.286e-02     9.520e+01       2.99e+00    3.77e-01    4520256 
    500.235     500.062         8.000      35.856      2.8570e-01      3.4975e-02      9.9921e-03      2.0758e-03    7.443e-02     1.060e+02       2.69e+00    3.38e-01    4524404 
