 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    100.000     99.843         2.500      6084.913      6.1707e-02      4.6694e-02      2.8814e-03      3.9441e-04    2.400e+00     5.578e+02       8.66e+01    1.09e+01    57655 
    100.000     99.843         3.000      6084.913      6.1707e-02      4.1351e-02      2.5516e-03      3.4353e-04    2.090e+00     6.404e+02       7.55e+01    9.50e+00    57548 
    100.000     99.843         4.000      6084.913      6.1707e-02      3.3563e-02      2.0711e-03      2.6855e-04    1.634e+00     8.192e+02       5.90e+01    7.43e+00    57807 
    100.000     99.843         5.000      6084.913      6.1707e-02      2.7439e-02      1.6932e-03      2.1464e-04    1.306e+00     1.025e+03       4.71e+01    5.94e+00    57762 
    100.000     99.843         6.000      6084.913      6.1707e-02      2.3600e-02      1.4563e-03      1.8121e-04    1.103e+00     1.214e+03       3.98e+01    5.01e+00    57653 
    100.000     99.843         7.000      6084.913      6.1707e-02      2.0725e-02      1.2789e-03      1.5999e-04    9.735e-01     1.375e+03       3.51e+01    4.43e+00    57776 
    100.000     99.843         8.000      6084.913      6.1707e-02      1.8334e-02      1.1313e-03      1.3858e-04    8.432e-01     1.588e+03       3.04e+01    3.83e+00    57706 
    100.000     99.843         9.000      6084.913      6.1707e-02      1.6629e-02      1.0261e-03      1.2411e-04    7.552e-01     1.773e+03       2.73e+01    3.43e+00    57666 
    100.000     99.843         10.000      6084.913      6.1707e-02      1.5004e-02      9.2585e-04      1.1217e-04    6.826e-01     1.961e+03       2.46e+01    3.10e+00    57632 
   200.000     199.843         0.010      460.536      1.5962e-01      2.0323e-06      3.2439e-07      7.3391e-08    3.380e-05     2.998e+06       1.22e-03    1.54e-04    4 
    200.000     199.843         0.015      460.536      1.5962e-01      1.3901e-05      2.2189e-06      4.5062e-07    2.075e-04     4.882e+05       7.49e-03    9.43e-04    37 
    200.000     199.843         0.020      460.536      1.5962e-01      8.3249e-05      1.3288e-05      2.7687e-06    1.275e-03     7.946e+04       4.60e-02    5.80e-03    170 
    200.000     199.843         0.025      460.536      1.5962e-01      2.3416e-04      3.7378e-05      7.7301e-06    3.560e-03     2.846e+04       1.29e-01    1.62e-02    470 
    200.000     199.843         0.030      460.536      1.5962e-01      4.7737e-04      7.6199e-05      1.5709e-05    7.234e-03     1.401e+04       2.61e-01    3.29e-02    854 
    200.000     199.843         0.040      460.536      1.5962e-01      1.5105e-03      2.4110e-04      4.9428e-05    2.276e-02     4.451e+03       8.22e-01    1.03e-01    2469 
    200.000     199.843         0.050      460.536      1.5962e-01      3.1280e-03      4.9929e-04      1.0284e-04    4.736e-02     2.139e+03       1.71e+00    2.15e-01    4906 
    200.000     199.843         0.060      460.536      1.5962e-01      5.4102e-03      8.6357e-04      1.7772e-04    8.184e-02     1.238e+03       2.95e+00    3.72e-01    8139 
    200.000     199.843         0.070      460.536      1.5962e-01      7.9186e-03      1.2640e-03      2.5923e-04    1.194e-01     8.487e+02       4.31e+00    5.43e-01    11627 
    200.000     199.843         0.080      460.536      1.5962e-01      1.1193e-02      1.7867e-03      3.6755e-04    1.693e-01     5.986e+02       6.11e+00    7.69e-01    15960 
    200.000     199.843         0.090      460.536      1.5962e-01      1.4247e-02      2.2741e-03      4.6668e-04    2.149e-01     4.714e+02       7.76e+00    9.77e-01    20339 
    200.000     199.843         0.100      460.536      1.5962e-01      1.7826e-02      2.8454e-03      5.8166e-04    2.679e-01     3.782e+02       9.67e+00    1.22e+00    24985 
    200.000     199.843         0.150      460.536      1.5962e-01      3.5760e-02      5.7080e-03      1.1594e-03    5.339e-01     1.898e+02       1.93e+01    2.43e+00    49618 
    200.000     199.843         0.200      460.536      1.5962e-01      5.1468e-02      8.2154e-03      1.6586e-03    7.639e-01     1.326e+02       2.76e+01    3.47e+00    72518 
    200.000     199.843         0.250      460.536      1.5962e-01      6.3567e-02      1.0147e-02      2.0353e-03    9.373e-01     1.081e+02       3.38e+01    4.26e+00    91553 
    200.000     199.843         0.300      460.536      1.5962e-01      7.2696e-02      1.1604e-02      2.3123e-03    1.065e+00     9.514e+01       3.84e+01    4.84e+00    107624 
    200.000     199.843         0.400      460.536      1.5962e-01      8.4241e-02      1.3447e-02      2.6316e-03    1.212e+00     8.360e+01       4.38e+01    5.51e+00    131854 
    200.000     199.843         0.500      460.536      1.5962e-01      9.0291e-02      1.4412e-02      2.7699e-03    1.276e+00     7.943e+01       4.60e+01    5.80e+00    148966 
    200.000     199.843         0.600      460.536      1.5962e-01      9.2090e-02      1.4700e-02      2.7791e-03    1.280e+00     7.916e+01       4.62e+01    5.82e+00    160967 
    200.000     199.843         0.700      460.536      1.5962e-01      9.2681e-02      1.4794e-02      2.7571e-03    1.270e+00     7.979e+01       4.58e+01    5.77e+00    169527 
    200.000     199.843         0.800      460.536      1.5962e-01      9.2252e-02      1.4725e-02      2.7024e-03    1.245e+00     8.141e+01       4.49e+01    5.66e+00    176316 
    200.000     199.843         0.900      460.536      1.5962e-01      9.0539e-02      1.4452e-02      2.6212e-03    1.207e+00     8.393e+01       4.36e+01    5.49e+00    181238 
    200.000     199.843         1.000      460.536      1.5962e-01      8.8223e-02      1.4082e-02      2.5208e-03    1.161e+00     8.727e+01       4.19e+01    5.28e+00    184905 
    200.000     199.843         1.500      460.536      1.5962e-01      7.7175e-02      1.2319e-02      2.1056e-03    9.697e-01     1.045e+02       3.50e+01    4.41e+00    195580 
    200.000     199.843         2.000      460.536      1.5962e-01      6.6796e-02      1.0662e-02      1.7609e-03    8.110e-01     1.249e+02       2.93e+01    3.69e+00    199344 
    200.000     199.843         2.500      460.536      1.5962e-01      5.8992e-02      9.4164e-03      1.5200e-03    7.000e-01     1.447e+02       2.53e+01    3.18e+00    200810 
    200.000     199.843         3.000      460.536      1.5962e-01      5.2348e-02      8.3559e-03      1.3252e-03    6.103e-01     1.660e+02       2.20e+01    2.77e+00    201616 
    200.000     199.843         4.000      460.536      1.5962e-01      4.2603e-02      6.8003e-03      1.0484e-03    4.828e-01     2.098e+02       1.74e+01    2.19e+00    201995 
    200.000     199.843         5.000      460.536      1.5962e-01      3.6120e-02      5.7654e-03      8.7424e-04    4.026e-01     2.516e+02       1.45e+01    1.83e+00    202396 
    200.000     199.843         6.000      460.536      1.5962e-01      3.1233e-02      4.9855e-03      7.5133e-04    3.460e-01     2.928e+02       1.25e+01    1.57e+00    202305 
    200.000     199.843         7.000      460.536      1.5962e-01      2.7278e-02      4.3542e-03      6.5012e-04    2.994e-01     3.384e+02       1.08e+01    1.36e+00    202208 
    200.000     199.843         8.000      460.536      1.5962e-01      2.4571e-02      3.9220e-03      5.7523e-04    2.649e-01     3.825e+02       9.56e+00    1.20e+00    201975 
    200.000     199.843         9.000      460.536      1.5962e-01      2.2107e-02      3.5287e-03      5.1837e-04    2.387e-01     4.244e+02       8.62e+00    1.09e+00    201694 
    200.000     199.843         10.000      460.536      1.5962e-01      2.0371e-02      3.2516e-03      4.7825e-04    2.203e-01     4.600e+02       7.95e+00    1.00e+00    201975 
  300.000     299.843         0.010      94.622      1.5013e-01      1.8093e-09      2.7164e-10      8.5742e-11    8.113e-09     2.566e+09       2.93e-07    3.69e-08    1 
    300.000     299.843         0.015      94.622      1.5013e-01      3.3387e-06      5.0124e-07      1.3875e-07    1.313e-05     1.586e+06       4.74e-04    5.97e-05    8 
    300.000     299.843         0.020      94.622      1.5013e-01      2.2592e-05      3.3918e-06      1.0733e-06    1.016e-04     2.050e+05       3.67e-03    4.62e-04    49 
    300.000     299.843         0.025      94.622      1.5013e-01      8.1847e-05      1.2288e-05      3.8818e-06    3.673e-04     5.667e+04       1.33e-02    1.67e-03    136 
    300.000     299.843         0.030      94.622      1.5013e-01      2.0300e-04      3.0477e-05      9.5623e-06    9.048e-04     2.301e+04       3.27e-02    4.11e-03    309 
    300.000     299.843         0.040      94.622      1.5013e-01      6.5342e-04      9.8098e-05      3.0280e-05    2.865e-03     7.266e+03       1.03e-01    1.30e-02    996 
    300.000     299.843         0.050      94.622      1.5013e-01      1.6357e-03      2.4556e-04      7.4638e-05    7.062e-03     2.948e+03       2.55e-01    3.21e-02    2256 
    300.000     299.843         0.060      94.622      1.5013e-01      3.1448e-03      4.7213e-04      1.4427e-04    1.365e-02     1.525e+03       4.93e-01    6.21e-02    4113 
    300.000     299.843         0.070      94.622      1.5013e-01      4.7519e-03      7.1341e-04      2.1580e-04    2.042e-02     1.019e+03       7.37e-01    9.28e-02    6142 
    300.000     299.843         0.080      94.622      1.5013e-01      7.0252e-03      1.0547e-03      3.1820e-04    3.011e-02     6.914e+02       1.09e+00    1.37e-01    8793 
    300.000     299.843         0.090      94.622      1.5013e-01      9.6238e-03      1.4448e-03      4.3539e-04    4.120e-02     5.053e+02       1.49e+00    1.87e-01    11847 
    300.000     299.843         0.100      94.622      1.5013e-01      1.1940e-02      1.7926e-03      5.3615e-04    5.073e-02     4.103e+02       1.83e+00    2.31e-01    14594 
    300.000     299.843         0.150      94.622      1.5013e-01      2.7067e-02      4.0636e-03      1.2119e-03    1.147e-01     1.815e+02       4.14e+00    5.21e-01    31879 
    300.000     299.843         0.200      94.622      1.5013e-01      4.2246e-02      6.3423e-03      1.8840e-03    1.783e-01     1.168e+02       6.44e+00    8.10e-01    49750 
    300.000     299.843         0.250      94.622      1.5013e-01      5.4086e-02      8.1200e-03      2.4051e-03    2.276e-01     9.147e+01       8.22e+00    1.03e+00    65406 
    300.000     299.843         0.300      94.622      1.5013e-01      6.4543e-02      9.6899e-03      2.8611e-03    2.707e-01     7.689e+01       9.77e+00    1.23e+00    79123 
    300.000     299.843         0.400      94.622      1.5013e-01      7.8834e-02      1.1835e-02      3.4765e-03    3.290e-01     6.328e+01       1.19e+01    1.50e+00    101807 
    300.000     299.843         0.500      94.622      1.5013e-01      8.7227e-02      1.3095e-02      3.8221e-03    3.617e-01     5.756e+01       1.31e+01    1.64e+00    118059 
    300.000     299.843         0.600      94.622      1.5013e-01      9.1432e-02      1.3727e-02      3.9751e-03    3.761e-01     5.534e+01       1.36e+01    1.71e+00    130567 
    300.000     299.843         0.700      94.622      1.5013e-01      9.3877e-02      1.4094e-02      4.0579e-03    3.840e-01     5.422e+01       1.39e+01    1.75e+00    140454 
    300.000     299.843         0.800      94.622      1.5013e-01      9.4582e-02      1.4200e-02      4.0518e-03    3.834e-01     5.430e+01       1.38e+01    1.74e+00    147548 
    300.000     299.843         0.900      94.622      1.5013e-01      9.3586e-02      1.4050e-02      3.9899e-03    3.775e-01     5.514e+01       1.36e+01    1.72e+00    153429 
    300.000     299.843         1.000      94.622      1.5013e-01      9.2943e-02      1.3954e-02      3.9355e-03    3.724e-01     5.590e+01       1.34e+01    1.69e+00    157957 
    300.000     299.843         1.500      94.622      1.5013e-01      8.3524e-02      1.2539e-02      3.4445e-03    3.259e-01     6.387e+01       1.18e+01    1.48e+00    171952 
    300.000     299.843         2.000      94.622      1.5013e-01      7.4270e-02      1.1150e-02      2.9930e-03    2.832e-01     7.350e+01       1.02e+01    1.29e+00    177847 
    300.000     299.843         2.500      94.622      1.5013e-01      6.6389e-02      9.9670e-03      2.6362e-03    2.494e-01     8.345e+01       9.00e+00    1.13e+00    180265 
    300.000     299.843         3.000      94.622      1.5013e-01      5.8922e-02      8.8459e-03      2.3035e-03    2.180e-01     9.551e+01       7.87e+00    9.91e-01    182028 
    300.000     299.843         4.000      94.622      1.5013e-01      4.9015e-02      7.3587e-03      1.8817e-03    1.780e-01     1.169e+02       6.43e+00    8.09e-01    183929 
    300.000     299.843         5.000      94.622      1.5013e-01      4.1833e-02      6.2804e-03      1.5831e-03    1.498e-01     1.390e+02       5.41e+00    6.81e-01    184594 
    300.000     299.843         6.000      94.622      1.5013e-01      3.6790e-02      5.5232e-03      1.3711e-03    1.297e-01     1.605e+02       4.68e+00    5.90e-01    184994 
    300.000     299.843         7.000      94.622      1.5013e-01      3.2597e-02      4.8938e-03      1.2067e-03    1.142e-01     1.823e+02       4.12e+00    5.19e-01    185106 
    300.000     299.843         8.000      94.622      1.5013e-01      2.9126e-02      4.3726e-03      1.0694e-03    1.012e-01     2.057e+02       3.65e+00    4.60e-01    184917 
    300.000     299.843         9.000      94.622      1.5013e-01      2.6200e-02      3.9333e-03      9.6208e-04    9.103e-02     2.287e+02       3.29e+00    4.14e-01    185021 
    300.000     299.843         10.000      94.622      1.5013e-01      2.4027e-02      3.6072e-03      8.7283e-04    8.259e-02     2.521e+02       2.98e+00    3.75e-01    185071 
   400.000     399.843         0.010      28.317      2.1742e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00     nan       0.00e+00    0.00e+00    0 
    400.000     399.843         0.015      28.317      2.1742e-01      6.5206e-09      1.4177e-09      4.0558e-10    1.148e-08     5.424e+08       4.15e-07    5.22e-08    2 
    400.000     399.843         0.020      28.317      2.1742e-01      6.7947e-06      1.4773e-06      3.3591e-07    9.512e-06     6.549e+05       3.43e-04    4.32e-05    31 
    400.000     399.843         0.025      28.317      2.1742e-01      3.0116e-05      6.5478e-06      1.5371e-06    4.353e-05     1.431e+05       1.57e-03    1.98e-04    105 
    400.000     399.843         0.030      28.317      2.1742e-01      7.7208e-05      1.6787e-05      4.2783e-06    1.211e-04     5.142e+04       4.37e-03    5.51e-04    256 
    400.000     399.843         0.040      28.317      2.1742e-01      3.3128e-04      7.2027e-05      1.8183e-05    5.149e-04     1.210e+04       1.86e-02    2.34e-03    887 
    400.000     399.843         0.050      28.317      2.1742e-01      8.3426e-04      1.8139e-04      4.5358e-05    1.284e-03     4.850e+03       4.64e-02    5.84e-03    2120 
    400.000     399.843         0.060      28.317      2.1742e-01      1.6985e-03      3.6929e-04      9.2494e-05    2.619e-03     2.379e+03       9.46e-02    1.19e-02    3958 
    400.000     399.843         0.070      28.317      2.1742e-01      2.8717e-03      6.2436e-04      1.5684e-04    4.441e-03     1.403e+03       1.60e-01    2.02e-02    6285 
    400.000     399.843         0.080      28.317      2.1742e-01      4.3651e-03      9.4908e-04      2.3829e-04    6.748e-03     9.232e+02       2.44e-01    3.07e-02    9359 
    400.000     399.843         0.090      28.317      2.1742e-01      6.1642e-03      1.3402e-03      3.3691e-04    9.540e-03     6.530e+02       3.44e-01    4.34e-02    12907 
    400.000     399.843         0.100      28.317      2.1742e-01      8.2777e-03      1.7998e-03      4.5262e-04    1.282e-02     4.861e+02       4.63e-01    5.83e-02    16882 
    400.000     399.843         0.150      28.317      2.1742e-01      2.0740e-02      4.5094e-03      1.1285e-03    3.196e-02     1.949e+02       1.15e+00    1.45e-01    40194 
    400.000     399.843         0.200      28.317      2.1742e-01      3.4044e-02      7.4020e-03      1.8520e-03    5.244e-02     1.188e+02       1.89e+00    2.38e-01    65217 
    400.000     399.843         0.250      28.317      2.1742e-01      4.6349e-02      1.0077e-02      2.5190e-03    7.133e-02     8.734e+01       2.58e+00    3.24e-01    89226 
    400.000     399.843         0.300      28.317      2.1742e-01      5.6980e-02      1.2389e-02      3.0937e-03    8.760e-02     7.111e+01       3.16e+00    3.98e-01    111553 
    400.000     399.843         0.400      28.317      2.1742e-01      7.2994e-02      1.5870e-02      3.9572e-03    1.121e-01     5.559e+01       4.05e+00    5.09e-01    147842 
    400.000     399.843         0.500      28.317      2.1742e-01      8.2775e-02      1.7997e-02      4.4792e-03    1.268e-01     4.912e+01       4.58e+00    5.77e-01    176224 
    400.000     399.843         0.600      28.317      2.1742e-01      8.9122e-02      1.9377e-02      4.8131e-03    1.363e-01     4.571e+01       4.92e+00    6.20e-01    198932 
    400.000     399.843         0.700      28.317      2.1742e-01      9.1980e-02      1.9998e-02      4.9575e-03    1.404e-01     4.438e+01       5.07e+00    6.38e-01    215262 
    400.000     399.843         0.800      28.317      2.1742e-01      9.4574e-02      2.0562e-02      5.0844e-03    1.440e-01     4.327e+01       5.20e+00    6.54e-01    230133 
    400.000     399.843         0.900      28.317      2.1742e-01      9.4907e-02      2.0635e-02      5.0839e-03    1.440e-01     4.327e+01       5.20e+00    6.54e-01    240307 
    400.000     399.843         1.000      28.317      2.1742e-01      9.4730e-02      2.0597e-02      5.0617e-03    1.433e-01     4.346e+01       5.17e+00    6.52e-01    250445 
    400.000     399.843         1.500      28.317      2.1742e-01      8.7807e-02      1.9091e-02      4.6304e-03    1.311e-01     4.751e+01       4.73e+00    5.96e-01    276450 
    400.000     399.843         2.000      28.317      2.1742e-01      7.9036e-02      1.7184e-02      4.1193e-03    1.166e-01     5.341e+01       4.21e+00    5.30e-01    288278 
    400.000     399.843         2.500      28.317      2.1742e-01      7.1266e-02      1.5495e-02      3.6653e-03    1.038e-01     6.002e+01       3.75e+00    4.72e-01    294336 
    400.000     399.843         3.000      28.317      2.1742e-01      6.4373e-02      1.3996e-02      3.2844e-03    9.301e-02     6.698e+01       3.36e+00    4.23e-01    297834 
    400.000     399.843         4.000      28.317      2.1742e-01      5.3831e-02      1.1704e-02      2.7120e-03    7.680e-02     8.112e+01       2.77e+00    3.49e-01    300934 
    400.000     399.843         5.000      28.317      2.1742e-01      4.5914e-02      9.9828e-03      2.2794e-03    6.455e-02     9.652e+01       2.33e+00    2.93e-01    302285 
    400.000     399.843         6.000      28.317      2.1742e-01      4.0324e-02      8.7673e-03      1.9909e-03    5.638e-02     1.105e+02       2.04e+00    2.56e-01    302553 
    400.000     399.843         7.000      28.317      2.1742e-01      3.5863e-02      7.7975e-03      1.7589e-03    4.981e-02     1.251e+02       1.80e+00    2.26e-01    302559 
    400.000     399.843         8.000      28.317      2.1742e-01      3.2352e-02      7.0341e-03      1.5796e-03    4.473e-02     1.393e+02       1.61e+00    2.03e-01    302827 
    400.000     399.843         9.000      28.317      2.1742e-01      2.9284e-02      6.3669e-03      1.4209e-03    4.023e-02     1.548e+02       1.45e+00    1.83e-01    302385 
    400.000     399.843         10.000      28.317      2.1742e-01      2.6720e-02      5.8095e-03      1.2939e-03    3.664e-02     1.700e+02       1.32e+00    1.67e-01    302338 
    500.000     499.843         0.010      10.470      2.8392e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00     nan       0.00e+00    0.00e+00    0 
    500.000     499.843         0.015      10.470      2.8392e-01      6.2085e-09      1.7627e-09      5.0774e-10    5.316e-09     4.333e+08       1.92e-07    2.42e-08    4 
    500.000     499.843         0.020      10.470      2.8392e-01      3.2892e-06      9.3387e-07      2.1379e-07    2.238e-06     1.029e+06       8.08e-05    1.02e-05    21 
    500.000     499.843         0.025      10.470      2.8392e-01      1.7678e-05      5.0192e-06      1.0927e-06    1.144e-05     2.013e+05       4.13e-04    5.20e-05    98 
    500.000     499.843         0.030      10.470      2.8392e-01      4.8245e-05      1.3698e-05      3.0224e-06    3.164e-05     7.279e+04       1.14e-03    1.44e-04    246 
    500.000     499.843         0.040      10.470      2.8392e-01      2.3334e-04      6.6251e-05      1.5052e-05    1.576e-04     1.462e+04       5.69e-03    7.16e-04    999 
    500.000     499.843         0.050      10.470      2.8392e-01      6.2962e-04      1.7876e-04      3.9767e-05    4.163e-04     5.532e+03       1.50e-02    1.89e-03    2359 
    500.000     499.843         0.060      10.470      2.8392e-01      1.2603e-03      3.5782e-04      8.0021e-05    8.378e-04     2.749e+03       3.02e-02    3.81e-03    4435 
    500.000     499.843         0.070      10.470      2.8392e-01      2.2316e-03      6.3358e-04      1.4124e-04    1.479e-03     1.558e+03       5.34e-02    6.72e-03    7443 
    500.000     499.843         0.080      10.470      2.8392e-01      3.4842e-03      9.8923e-04      2.2024e-04    2.306e-03     9.989e+02       8.32e-02    1.05e-02    11068 
    500.000     499.843         0.090      10.470      2.8392e-01      4.9940e-03      1.4179e-03      3.1388e-04    3.286e-03     7.009e+02       1.19e-01    1.49e-02    15256 
    500.000     499.843         0.100      10.470      2.8392e-01      6.8406e-03      1.9422e-03      4.3033e-04    4.505e-03     5.112e+02       1.63e-01    2.05e-02    20279 
    500.000     499.843         0.150      10.470      2.8392e-01      1.8170e-02      5.1589e-03      1.1362e-03    1.190e-02     1.936e+02       4.29e-01    5.41e-02    50184 
    500.000     499.843         0.200      10.470      2.8392e-01      3.0752e-02      8.7310e-03      1.9232e-03    2.014e-02     1.144e+02       7.27e-01    9.15e-02    83352 
    500.000     499.843         0.250      10.470      2.8392e-01      4.2804e-02      1.2153e-02      2.6701e-03    2.795e-02     8.239e+01       1.01e+00    1.27e-01    116162 
    500.000     499.843         0.300      10.470      2.8392e-01      5.3328e-02      1.5141e-02      3.3254e-03    3.482e-02     6.616e+01       1.26e+00    1.58e-01    146376 
    500.000     499.843         0.400      10.470      2.8392e-01      7.0201e-02      1.9931e-02      4.3767e-03    4.582e-02     5.027e+01       1.65e+00    2.08e-01    198768 
    500.000     499.843         0.500      10.470      2.8392e-01      8.0864e-02      2.2959e-02      5.0375e-03    5.274e-02     4.367e+01       1.90e+00    2.40e-01    239253 
    500.000     499.843         0.600      10.470      2.8392e-01      8.8089e-02      2.5010e-02      5.4814e-03    5.739e-02     4.014e+01       2.07e+00    2.61e-01    272718 
    500.000     499.843         0.700      10.470      2.8392e-01      9.2286e-02      2.6201e-02      5.7366e-03    6.006e-02     3.835e+01       2.17e+00    2.73e-01    298164 
    500.000     499.843         0.800      10.470      2.8392e-01      9.5180e-02      2.7023e-02      5.9098e-03    6.187e-02     3.723e+01       2.23e+00    2.81e-01    319384 
    500.000     499.843         0.900      10.470      2.8392e-01      9.6603e-02      2.7427e-02      5.9854e-03    6.266e-02     3.676e+01       2.26e+00    2.85e-01    337436 
    500.000     499.843         1.000      10.470      2.8392e-01      9.6090e-02      2.7282e-02      5.9457e-03    6.225e-02     3.700e+01       2.25e+00    2.83e-01    351279 
    500.000     499.843         1.500      10.470      2.8392e-01      9.1380e-02      2.5944e-02      5.5991e-03    5.862e-02     3.929e+01       2.12e+00    2.66e-01    395067 
    500.000     499.843         2.000      10.470      2.8392e-01      8.3202e-02      2.3623e-02      5.0555e-03    5.293e-02     4.352e+01       1.91e+00    2.41e-01    415815 
    500.000     499.843         2.500      10.470      2.8392e-01      7.5200e-02      2.1351e-02      4.5393e-03    4.752e-02     4.847e+01       1.72e+00    2.16e-01    427155 
    500.000     499.843         3.000      10.470      2.8392e-01      6.8314e-02      1.9396e-02      4.0953e-03    4.288e-02     5.372e+01       1.55e+00    1.95e-01    433708 
    500.000     499.843         4.000      10.470      2.8392e-01      5.7512e-02      1.6329e-02      3.4117e-03    3.572e-02     6.448e+01       1.29e+00    1.62e-01    440308 
    500.000     499.843         5.000      10.470      2.8392e-01      4.9091e-02      1.3938e-02      2.8903e-03    3.026e-02     7.612e+01       1.09e+00    1.38e-01    443213 
    500.000     499.843         6.000      10.470      2.8392e-01      4.3505e-02      1.2352e-02      2.5436e-03    2.663e-02     8.649e+01       9.61e-01    1.21e-01    444653 
    500.000     499.843         7.000      10.470      2.8392e-01      3.8323e-02      1.0881e-02      2.2297e-03    2.334e-02     9.867e+01       8.43e-01    1.06e-01    445583 
    500.000     499.843         8.000      10.470      2.8392e-01      3.4660e-02      9.8405e-03      2.0067e-03    2.101e-02     1.096e+02       7.58e-01    9.55e-02    446445 
    500.000     499.843         9.000      10.470      2.8392e-01      3.1389e-02      8.9119e-03      1.8078e-03    1.893e-02     1.217e+02       6.83e-01    8.60e-02    446535 
    500.000     499.843         10.000      10.470      2.8392e-01      2.8887e-02      8.2016e-03      1.6665e-03    1.745e-02     1.320e+02       6.30e-01    7.93e-02    446276 
