 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    300.000     299.843         0.015      12.279      1.6075e-01      1.0734e-05      1.7256e-06      7.1224e-07    8.746e-06     3.089e+05       3.16e-04    3.98e-05    298 
    300.000     299.843         0.020      12.279      1.6075e-01      5.5809e-05      8.9714e-06      3.3337e-06    4.094e-05     6.599e+04       1.48e-03    1.86e-04    1283 
    300.000     299.843         0.025      12.279      1.6075e-01      1.8109e-04      2.9110e-05      1.0468e-05    1.285e-04     2.102e+04       4.64e-03    5.84e-04    3766 
    300.000     299.843         0.030      12.279      1.6075e-01      4.2232e-04      6.7889e-05      2.3930e-05    2.938e-04     9.193e+03       1.06e-02    1.34e-03    8162 
    300.000     299.843         0.040      12.279      1.6075e-01      1.4291e-03      2.2973e-04      7.9311e-05    9.739e-04     2.774e+03       3.52e-02    4.43e-03    24540 
    300.000     299.843         0.050      12.279      1.6075e-01      3.2442e-03      5.2152e-04      1.7871e-04    2.195e-03     1.231e+03       7.92e-02    9.98e-03    51075 
    300.000     299.843         0.060      12.279      1.6075e-01      5.7236e-03      9.2009e-04      3.1378e-04    3.853e-03     7.011e+02       1.39e-01    1.75e-02    85750 
    300.000     299.843         0.070      12.279      1.6075e-01      8.8692e-03      1.4258e-03      4.8470e-04    5.952e-03     4.539e+02       2.15e-01    2.71e-02    128120 
    300.000     299.843         0.080      12.279      1.6075e-01      1.2596e-02      2.0248e-03      6.8647e-04    8.429e-03     3.205e+02       3.04e-01    3.83e-02    176512 
    300.000     299.843         0.090      12.279      1.6075e-01      1.6548e-02      2.6602e-03      9.0088e-04    1.106e-02     2.442e+02       3.99e-01    5.03e-02    228000 
    300.000     299.843         0.100      12.279      1.6075e-01      2.0810e-02      3.3452e-03      1.1315e-03    1.389e-02     1.944e+02       5.02e-01    6.32e-02    282384 
    300.000     299.843         0.150      12.279      1.6075e-01      4.2237e-02      6.7897e-03      2.2868e-03    2.808e-02     9.620e+01       1.01e+00    1.28e-01    560086 
    300.000     299.843         0.200      12.279      1.6075e-01      6.0415e-02      9.7119e-03      3.2605e-03    4.004e-02     6.748e+01       1.45e+00    1.82e-01    812013 
    300.000     299.843         0.250      12.279      1.6075e-01      7.4035e-02      1.1901e-02      3.9890e-03    4.898e-02     5.515e+01       1.77e+00    2.23e-01    1023928 
    300.000     299.843         0.300      12.279      1.6075e-01      8.4031e-02      1.3508e-02      4.5198e-03    5.550e-02     4.868e+01       2.00e+00    2.52e-01    1200549 
    300.000     299.843         0.400      12.279      1.6075e-01      9.5640e-02      1.5374e-02      5.1272e-03    6.296e-02     4.291e+01       2.27e+00    2.86e-01    1465938 
    300.000     299.843         0.500      12.279      1.6075e-01      1.0059e-01      1.6170e-02      5.3746e-03    6.600e-02     4.093e+01       2.38e+00    3.00e-01    1650633 
    300.000     299.843         0.600      12.279      1.6075e-01      1.0162e-01      1.6337e-02      5.4122e-03    6.646e-02     4.065e+01       2.40e+00    3.02e-01    1782446 
    300.000     299.843         0.700      12.279      1.6075e-01      1.0094e-01      1.6227e-02      5.3584e-03    6.580e-02     4.106e+01       2.38e+00    2.99e-01    1879521 
    300.000     299.843         0.800      12.279      1.6075e-01      9.8977e-02      1.5911e-02      5.2360e-03    6.429e-02     4.202e+01       2.32e+00    2.92e-01    1953032 
    300.000     299.843         0.900      12.279      1.6075e-01      9.6375e-02      1.5493e-02      5.0836e-03    6.242e-02     4.328e+01       2.25e+00    2.84e-01    2009447 
    300.000     299.843         1.000      12.279      1.6075e-01      9.3569e-02      1.5041e-02      4.9204e-03    6.042e-02     4.471e+01       2.18e+00    2.75e-01    2051174 
    300.000     299.843         1.500      12.279      1.6075e-01      7.9299e-02      1.2748e-02      4.1145e-03    5.052e-02     5.347e+01       1.82e+00    2.30e-01    2171859 
    300.000     299.843         2.000      12.279      1.6075e-01      6.7924e-02      1.0919e-02      3.4877e-03    4.283e-02     6.308e+01       1.55e+00    1.95e-01    2218663 
    300.000     299.843         2.500      12.279      1.6075e-01      5.8891e-02      9.4669e-03      3.0004e-03    3.684e-02     7.332e+01       1.33e+00    1.67e-01    2239674 
    300.000     299.843         3.000      12.279      1.6075e-01      5.2148e-02      8.3829e-03      2.6395e-03    3.241e-02     8.335e+01       1.17e+00    1.47e-01    2250161 
    300.000     299.843         4.000      12.279      1.6075e-01      4.2000e-02      6.7516e-03      2.1057e-03    2.586e-02     1.045e+02       9.33e-01    1.18e-01    2258706 
    300.000     299.843         5.000      12.279      1.6075e-01      3.5244e-02      5.6656e-03      1.7552e-03    2.155e-02     1.253e+02       7.78e-01    9.80e-02    2260509 
    300.000     299.843         6.000      12.279      1.6075e-01      3.0193e-02      4.8536e-03      1.4963e-03    1.837e-02     1.470e+02       6.63e-01    8.35e-02    2260687 
    300.000     299.843         7.000      12.279      1.6075e-01      2.6550e-02      4.2680e-03      1.3121e-03    1.611e-02     1.677e+02       5.82e-01    7.32e-02    2259312 
    300.000     299.843         8.000      12.279      1.6075e-01      2.3528e-02      3.7821e-03      1.1584e-03    1.422e-02     1.899e+02       5.13e-01    6.47e-02    2258825 
    300.000     299.843         9.000      12.279      1.6075e-01      2.1296e-02      3.4233e-03      1.0455e-03    1.284e-02     2.104e+02       4.63e-01    5.84e-02    2257313 
    300.000     299.843         10.000     12.279      1.6075e-01      1.9424e-02      3.1225e-03      9.5125e-04    1.168e-02     2.313e+02       4.22e-01    5.31e-02    2256475 
    400.000     399.843         0.010      3.593      2.2521e-01      7.1295e-08      1.6057e-08      3.9322e-09    1.413e-08     5.595e+07       5.10e-07    6.42e-08    10 
    400.000     399.843         0.015      3.593      2.2521e-01      4.1119e-06      9.2604e-07      2.7733e-07    9.963e-07     7.933e+05       3.60e-05    4.53e-06    187 
    400.000     399.843         0.020      3.593      2.2521e-01      2.3431e-05      5.2768e-06      1.5675e-06    5.632e-06     1.403e+05       2.03e-04    2.56e-05    1093 
    400.000     399.843         0.025      3.593      2.2521e-01      9.2588e-05      2.0852e-05      6.2017e-06    2.228e-05     3.547e+04       8.04e-04    1.01e-04    3493 
    400.000     399.843         0.030      3.593      2.2521e-01      2.4984e-04      5.6268e-05      1.6634e-05    5.976e-05     1.323e+04       2.16e-03    2.72e-04    8325 
    400.000     399.843         0.040      3.593      2.2521e-01      9.4128e-04      2.1199e-04      6.2448e-05    2.244e-04     3.523e+03       8.10e-03    1.02e-03    26907 
    400.000     399.843         0.050      3.593      2.2521e-01      2.2482e-03      5.0632e-04      1.4809e-04    5.320e-04     1.486e+03       1.92e-02    2.42e-03    58996 
    400.000     399.843         0.060      3.593      2.2521e-01      4.2265e-03      9.5186e-04      2.7729e-04    9.962e-04     7.934e+02       3.60e-02    4.53e-03    104657 
    400.000     399.843         0.070      3.593      2.2521e-01      6.8551e-03      1.5439e-03      4.4768e-04    1.608e-03     4.914e+02       5.81e-02    7.31e-03    161977 
    400.000     399.843         0.080      3.593      2.2521e-01      9.8789e-03      2.2248e-03      6.4384e-04    2.313e-03     3.417e+02       8.35e-02    1.05e-02    225933 
    400.000     399.843         0.090      3.593      2.2521e-01      1.3373e-02      3.0117e-03      8.6884e-04    3.121e-03     2.532e+02       1.13e-01    1.42e-02    298579 
    400.000     399.843         0.100      3.593      2.2521e-01      1.7138e-02      3.8596e-03      1.1122e-03    3.996e-03     1.978e+02       1.44e-01    1.82e-02    376470 
    400.000     399.843         0.150      3.593      2.2521e-01      3.7160e-02      8.3688e-03      2.3969e-03    8.611e-03     9.178e+01       3.11e-01    3.91e-02    786763 
    400.000     399.843         0.200      3.593      2.2521e-01      5.5430e-02      1.2484e-02      3.5624e-03    1.280e-02     6.176e+01       4.62e-01    5.82e-02    1178161 
    400.000     399.843         0.250      3.593      2.2521e-01      6.9783e-02      1.5716e-02      4.4751e-03    1.608e-02     4.916e+01       5.80e-01    7.31e-02    1515433 
    400.000     399.843         0.300      3.593      2.2521e-01      8.0872e-02      1.8213e-02      5.1764e-03    1.860e-02     4.250e+01       6.71e-01    8.45e-02    1802912 
    400.000     399.843         0.400      3.593      2.2521e-01      9.4241e-02      2.1224e-02      6.0158e-03    2.161e-02     3.657e+01       7.80e-01    9.82e-02    2241047 
    400.000     399.843         0.500      3.593      2.2521e-01      1.0082e-01      2.2707e-02      6.4250e-03    2.308e-02     3.424e+01       8.33e-01    1.05e-01    2554441 
    400.000     399.843         0.600      3.593      2.2521e-01      1.0305e-01      2.3209e-02      6.5556e-03    2.355e-02     3.356e+01       8.50e-01    1.07e-01    2780633 
    400.000     399.843         0.700      3.593      2.2521e-01      1.0332e-01      2.3269e-02      6.5592e-03    2.356e-02     3.354e+01       8.51e-01    1.07e-01    2954309 
    400.000     399.843         0.800      3.593      2.2521e-01      1.0179e-01      2.2924e-02      6.4515e-03    2.318e-02     3.410e+01       8.37e-01    1.05e-01    3079462 
    400.000     399.843         0.900      3.593      2.2521e-01      9.9700e-02      2.2454e-02      6.3085e-03    2.266e-02     3.487e+01       8.18e-01    1.03e-01    3177572 
    400.000     399.843         1.000      3.593      2.2521e-01      9.7330e-02      2.1920e-02      6.1497e-03    2.209e-02     3.577e+01       7.98e-01    1.00e-01    3259535 
    400.000     399.843         1.500      3.593      2.2521e-01      8.3633e-02      1.8835e-02      5.2432e-03    1.884e-02     4.196e+01       6.80e-01    8.56e-02    3481223 
    400.000     399.843         2.000      3.593      2.2521e-01      7.2054e-02      1.6227e-02      4.4870e-03    1.612e-02     4.903e+01       5.82e-01    7.33e-02    3571727 
    400.000     399.843         2.500      3.593      2.2521e-01      6.2925e-02      1.4171e-02      3.8973e-03    1.400e-02     5.645e+01       5.05e-01    6.36e-02    3615262 
    400.000     399.843         3.000      3.593      2.2521e-01      5.5623e-02      1.2527e-02      3.4302e-03    1.232e-02     6.414e+01       4.45e-01    5.60e-02    3640073 
    400.000     399.843         4.000      3.593      2.2521e-01      4.5139e-02      1.0166e-02      2.7630e-03    9.926e-03     7.962e+01       3.58e-01    4.51e-02    3659356 
    400.000     399.843         5.000      3.593      2.2521e-01      3.7929e-02      8.5421e-03      2.3106e-03    8.301e-03     9.521e+01       3.00e-01    3.77e-02    3666496 
    400.000     399.843         6.000      3.593      2.2521e-01      3.2638e-02      7.3506e-03      1.9811e-03    7.117e-03     1.111e+02       2.57e-01    3.24e-02    3668356 
    400.000     399.843         7.000      3.593      2.2521e-01      2.8741e-02      6.4728e-03      1.7383e-03    6.245e-03     1.266e+02       2.25e-01    2.84e-02    3669179 
    400.000     399.843         8.000      3.593      2.2521e-01      2.5621e-02      5.7700e-03      1.5455e-03    5.552e-03     1.424e+02       2.00e-01    2.52e-02    3667649 
    400.000     399.843         9.000      3.593      2.2521e-01      2.3130e-02      5.2092e-03      1.3925e-03    5.003e-03     1.580e+02       1.81e-01    2.27e-02    3665943 
    400.000     399.843         10.000     3.593      2.2521e-01      2.1045e-02      4.7395e-03      1.2638e-03    4.540e-03     1.741e+02       1.64e-01    2.06e-02    3664895 
    500.000     499.843         0.010      1.289      2.8659e-01      1.8553e-07      5.3170e-08      1.4473e-08    1.865e-08     1.520e+07       6.73e-07    8.48e-08    7 
    500.000     499.843         0.015      1.289      2.8659e-01      3.8668e-06      1.1082e-06      2.9571e-07    3.811e-07     7.440e+05       1.38e-05    1.73e-06    186 
    500.000     499.843         0.020      1.289      2.8659e-01      1.8829e-05      5.3963e-06      1.3960e-06    1.799e-06     1.576e+05       6.49e-05    8.18e-06    1064 
    500.000     499.843         0.025      1.289      2.8659e-01      7.3225e-05      2.0985e-05      5.4389e-06    7.009e-06     4.045e+04       2.53e-04    3.19e-05    3539 
    500.000     499.843         0.030      1.289      2.8659e-01      1.7352e-04      4.9730e-05      1.2932e-05    1.667e-05     1.701e+04       6.02e-04    7.58e-05    8113 
    500.000     499.843         0.040      1.289      2.8659e-01      6.8123e-04      1.9523e-04      5.0119e-05    6.459e-05     4.390e+03       2.33e-03    2.94e-04    27366 
    500.000     499.843         0.050      1.289      2.8659e-01      1.6772e-03      4.8066e-04      1.2226e-04    1.576e-04     1.799e+03       5.69e-03    7.16e-04    62338 
    500.000     499.843         0.060      1.289      2.8659e-01      3.2559e-03      9.3310e-04      2.3618e-04    3.044e-04     9.315e+02       1.10e-02    1.38e-03    113111 
    500.000     499.843         0.070      1.289      2.8659e-01      5.3544e-03      1.5345e-03      3.8784e-04    4.998e-04     5.672e+02       1.80e-02    2.27e-03    178555 
    500.000     499.843         0.080      1.289      2.8659e-01      7.9774e-03      2.2862e-03      5.7602e-04    7.423e-04     3.819e+02       2.68e-02    3.37e-03    255564 
    500.000     499.843         0.090      1.289      2.8659e-01      1.0937e-02      3.1345e-03      7.8764e-04    1.015e-03     2.793e+02       3.66e-02    4.61e-03    341678 
    500.000     499.843         0.100      1.289      2.8659e-01      1.4309e-02      4.1007e-03      1.0284e-03    1.325e-03     2.139e+02       4.78e-02    6.02e-03    436584 
    500.000     499.843         0.150      1.289      2.8659e-01      3.2893e-02      9.4267e-03      2.3491e-03    3.027e-03     9.365e+01       1.09e-01    1.38e-02    955990 
    500.000     499.843         0.200      1.289      2.8659e-01      5.0769e-02      1.4550e-02      3.6126e-03    4.656e-03     6.090e+01       1.68e-01    2.12e-02    1469137 
    500.000     499.843         0.250      1.289      2.8659e-01      6.5591e-02      1.8797e-02      4.6613e-03    6.007e-03     4.720e+01       2.17e-01    2.73e-02    1923060 
    500.000     499.843         0.300      1.289      2.8659e-01      7.7285e-02      2.2149e-02      5.4817e-03    7.064e-03     4.013e+01       2.55e-01    3.21e-02    2318622 
    500.000     499.843         0.400      1.289      2.8659e-01      9.2577e-02      2.6531e-02      6.5560e-03    8.449e-03     3.356e+01       3.05e-01    3.84e-02    2937532 
    500.000     499.843         0.500      1.289      2.8659e-01      1.0064e-01      2.8842e-02      7.1176e-03    9.173e-03     3.091e+01       3.31e-01    4.17e-02    3386148 
    500.000     499.843         0.600      1.289      2.8659e-01      1.0428e-01      2.9885e-02      7.3682e-03    9.496e-03     2.986e+01       3.43e-01    4.32e-02    3717528 
    500.000     499.843         0.700      1.289      2.8659e-01      1.0508e-01      3.0116e-02      7.4189e-03    9.561e-03     2.965e+01       3.45e-01    4.35e-02    3966765 
    500.000     499.843         0.800      1.289      2.8659e-01      1.0447e-01      2.9939e-02      7.3688e-03    9.496e-03     2.986e+01       3.43e-01    4.32e-02    4160528 
    500.000     499.843         0.900      1.289      2.8659e-01      1.0298e-01      2.9512e-02      7.2580e-03    9.353e-03     3.031e+01       3.38e-01    4.25e-02    4311373 
    500.000     499.843         1.000      1.289      2.8659e-01      1.0088e-01      2.8912e-02      7.1040e-03    9.155e-03     3.097e+01       3.30e-01    4.16e-02    4432850 
    500.000     499.843         1.500      1.289      2.8659e-01      8.7814e-02      2.5166e-02      6.1640e-03    7.944e-03     3.569e+01       2.87e-01    3.61e-02    4769456 
    500.000     499.843         2.000      1.289      2.8659e-01      7.6069e-02      2.1800e-02      5.3267e-03    6.865e-03     4.130e+01       2.48e-01    3.12e-02    4912836 
    500.000     499.843         2.500      1.289      2.8659e-01      6.6667e-02      1.9106e-02      4.6574e-03    6.002e-03     4.724e+01       2.17e-01    2.73e-02    4983659 
    500.000     499.843         3.000      1.289      2.8659e-01      5.9106e-02      1.6939e-02      4.1221e-03    5.312e-03     5.337e+01       1.92e-01    2.41e-02    5021567 
    500.000     499.843         4.000      1.289      2.8659e-01      4.7960e-02      1.3745e-02      3.3316e-03    4.294e-03     6.603e+01       1.55e-01    1.95e-02    5052605 
    500.000     499.843         5.000      1.289      2.8659e-01      4.0390e-02      1.1575e-02      2.7990e-03    3.607e-03     7.860e+01       1.30e-01    1.64e-02    5063544 
    500.000     499.843         6.000      1.289      2.8659e-01      3.4891e-02      9.9993e-03      2.4144e-03    3.112e-03     9.112e+01       1.12e-01    1.41e-02    5069077 
    500.000     499.843         7.000      1.289      2.8659e-01      3.0614e-02      8.7734e-03      2.1154e-03    2.726e-03     1.040e+02       9.84e-02    1.24e-02    5068110 
    500.000     499.843         8.000      1.289      2.8659e-01      2.7243e-02      7.8073e-03      1.8805e-03    2.423e-03     1.170e+02       8.75e-02    1.10e-02    5066812 
    500.000     499.843         9.000      1.289      2.8659e-01      2.4618e-02      7.0551e-03      1.6967e-03    2.187e-03     1.297e+02       7.89e-02    9.94e-03    5063418 
