## HSCPM5 efficiencies
## x	y	z	 effi
555.0	450.0	360.0	0.0
555.0	450.0	380.0	0.0
555.0	450.0	400.0	0.0
555.0	450.0	430.0	0.0
555.0	500.0	50.0	0.0
555.0	500.0	80.0	0.0
555.0	500.0	120.0	0.0
555.0	500.0	200.0	0.0
555.0	500.0	280.0	0.0
555.0	500.0	300.0	0.0
555.0	500.0	320.0	0.0
555.0	500.0	340.0	0.0
555.0	500.0	360.0	0.0
555.0	500.0	380.0	0.0
555.0	500.0	400.0	0.0
555.0	500.0	430.0	0.0
555.0	500.0	480.0	0.591
555.0	550.0	50.0	0.0
555.0	550.0	80.0	0.0
555.0	550.0	120.0	0.0
555.0	550.0	200.0	0.0
555.0	550.0	280.0	0.0
555.0	550.0	300.0	0.0
555.0	550.0	320.0	0.0
555.0	550.0	340.0	0.0
555.0	550.0	360.0	0.0
555.0	550.0	380.0	0.0
555.0	550.0	400.0	0.0
555.0	550.0	430.0	0.0
555.0	550.0	540.0	0.585
605.0	100.0	50.0	0.0
605.0	100.0	80.0	0.0
605.0	150.0	120.0	0.0
605.0	200.0	50.0	0.0
605.0	200.0	80.0	0.0
605.0	200.0	120.0	0.0
605.0	250.0	200.0	0.0
605.0	300.0	280.0	0.0
605.0	350.0	280.0	0.0
605.0	350.0	300.0	0.0
605.0	350.0	320.0	0.0
605.0	350.0	340.0	0.0
605.0	400.0	50.0	0.0
605.0	400.0	80.0	0.0
605.0	400.0	120.0	0.0
605.0	400.0	200.0	0.0
605.0	400.0	280.0	0.0
605.0	400.0	300.0	0.0
605.0	400.0	320.0	0.0
605.0	400.0	340.0	0.0
605.0	400.0	360.0	0.0
605.0	400.0	380.0	0.0
605.0	450.0	50.0	0.0
605.0	450.0	80.0	0.0
605.0	450.0	120.0	0.0
605.0	450.0	200.0	0.0
605.0	450.0	280.0	0.0
605.0	450.0	300.0	0.0
605.0	450.0	320.0	0.0
605.0	450.0	340.0	0.0
605.0	450.0	360.0	0.0
605.0	450.0	380.0	0.0
605.0	450.0	400.0	0.0
605.0	450.0	430.0	0.0
605.0	500.0	50.0	0.0
605.0	500.0	80.0	0.0
605.0	500.0	120.0	0.0
605.0	500.0	200.0	0.0
605.0	500.0	280.0	0.0
605.0	500.0	300.0	0.0
605.0	500.0	320.0	0.0
605.0	500.0	340.0	0.0
605.0	500.0	360.0	0.0
605.0	500.0	380.0	0.0
605.0	500.0	400.0	0.0
605.0	500.0	430.0	0.0
605.0	500.0	480.0	0.611
605.0	550.0	50.0	0.0
605.0	550.0	80.0	0.0
605.0	550.0	120.0	0.0
605.0	550.0	200.0	0.0
605.0	550.0	280.0	0.0
605.0	550.0	300.0	0.0
605.0	550.0	320.0	0.0
605.0	550.0	340.0	0.0
605.0	550.0	360.0	0.0
605.0	550.0	380.0	0.0
605.0	550.0	400.0	0.0
605.0	550.0	430.0	0.0
605.0	550.0	480.0	0.605
605.0	600.0	50.0	0.0
605.0	600.0	80.0	0.0
605.0	600.0	120.0	0.0
605.0	600.0	200.0	0.0
605.0	600.0	280.0	0.0
605.0	600.0	300.0	0.0
605.0	600.0	320.0	0.0
605.0	600.0	340.0	0.0
605.0	600.0	360.0	0.0
605.0	600.0	380.0	0.0
605.0	600.0	400.0	0.0
605.0	600.0	430.0	0.0
605.0	600.0	480.0	0.624
605.0	600.0	590.0	0.59
705.0	250.0	200.0	0.0
705.0	300.0	280.0	0.0
705.0	350.0	280.0	0.0
705.0	350.0	300.0	0.0
705.0	350.0	320.0	0.0
705.0	350.0	340.0	0.0
705.0	400.0	50.0	0.0
705.0	400.0	80.0	0.0
705.0	400.0	120.0	0.0
705.0	400.0	200.0	0.0
705.0	400.0	280.0	0.0
705.0	400.0	300.0	0.0
705.0	400.0	320.0	0.0
705.0	400.0	340.0	0.0
705.0	400.0	360.0	0.0
705.0	400.0	380.0	0.0
705.0	450.0	340.0	0.0
705.0	450.0	360.0	0.0
705.0	450.0	380.0	0.0
705.0	450.0	400.0	0.0
705.0	450.0	430.0	0.0
705.0	500.0	50.0	0.0
705.0	500.0	80.0	0.0
705.0	500.0	120.0	0.0
705.0	500.0	200.0	0.0
705.0	500.0	280.0	0.0
705.0	500.0	300.0	0.0
705.0	500.0	320.0	0.0
705.0	500.0	340.0	0.0
705.0	500.0	360.0	0.0
705.0	500.0	380.0	0.0
705.0	500.0	400.0	0.0
705.0	500.0	430.0	0.0
705.0	500.0	480.0	0.667
705.0	550.0	50.0	0.0
705.0	550.0	80.0	0.0
705.0	550.0	120.0	0.0
705.0	550.0	200.0	0.0
705.0	550.0	280.0	0.0
705.0	550.0	300.0	0.0
705.0	550.0	320.0	0.0
705.0	550.0	340.0	0.0
705.0	550.0	360.0	0.0
705.0	550.0	380.0	0.0
705.0	550.0	400.0	0.0
705.0	550.0	430.0	0.0
705.0	550.0	480.0	0.646
705.0	600.0	50.0	0.0
705.0	600.0	80.0	0.0
705.0	600.0	120.0	0.0
705.0	600.0	200.0	0.0
705.0	600.0	280.0	0.0
705.0	600.0	300.0	0.0
705.0	600.0	320.0	0.0
705.0	600.0	340.0	0.0
705.0	600.0	360.0	0.0
705.0	600.0	380.0	0.0
705.0	600.0	400.0	0.0
705.0	600.0	430.0	0.0
705.0	650.0	50.0	0.0
705.0	650.0	80.0	0.0
705.0	650.0	120.0	0.0
705.0	650.0	200.0	0.0
705.0	650.0	280.0	0.0
705.0	650.0	300.0	0.0
705.0	650.0	320.0	0.0
705.0	650.0	340.0	0.0
705.0	650.0	360.0	0.0
705.0	650.0	380.0	0.0
705.0	650.0	400.0	0.0
705.0	650.0	430.0	0.0
705.0	650.0	480.0	0.659
705.0	650.0	640.0	0.606
705.0	700.0	50.0	0.0
705.0	700.0	80.0	0.0
705.0	700.0	120.0	0.0
705.0	700.0	200.0	0.0
705.0	700.0	280.0	0.0
705.0	700.0	300.0	0.0
705.0	700.0	320.0	0.0
705.0	700.0	340.0	0.0
705.0	700.0	360.0	0.0
705.0	700.0	380.0	0.0
705.0	700.0	400.0	0.0
705.0	700.0	430.0	0.0
705.0	700.0	480.0	0.675
705.0	700.0	640.0	0.605
705.0	700.0	690.0	0.588
805.0	100.0	50.0	0.0
805.0	100.0	70.0	0.0
805.0	150.0	50.0	0.0
805.0	150.0	70.0	0.0
805.0	150.0	100.0	0.0
805.0	150.0	140.0	0.0
805.0	200.0	50.0	0.0
805.0	200.0	70.0	0.0
805.0	200.0	100.0	0.0
805.0	200.0	140.0	0.0
805.0	200.0	170.0	0.0
805.0	250.0	50.0	0.0
805.0	250.0	100.0	0.0
805.0	250.0	140.0	0.0
805.0	250.0	170.0	0.0
805.0	250.0	200.0	0.0
805.0	250.0	240.0	0.0
805.0	300.0	50.0	0.0
805.0	300.0	70.0	0.0
805.0	300.0	100.0	0.0
805.0	300.0	140.0	0.0
805.0	300.0	170.0	0.0
805.0	300.0	200.0	0.0
805.0	300.0	240.0	0.0
805.0	300.0	280.0	0.0
805.0	350.0	50.0	0.0
805.0	350.0	70.0	0.0
805.0	350.0	100.0	0.0
805.0	350.0	140.0	0.0
805.0	350.0	170.0	0.0
805.0	350.0	200.0	0.0
805.0	350.0	240.0	0.0
805.0	350.0	280.0	0.0
805.0	350.0	300.0	0.0
805.0	350.0	320.0	0.0
805.0	350.0	340.0	0.0
805.0	400.0	50.0	0.0
805.0	400.0	70.0	0.0
805.0	400.0	100.0	0.0
805.0	400.0	140.0	0.0
805.0	400.0	170.0	0.0
805.0	400.0	200.0	0.0
805.0	400.0	240.0	0.0
805.0	400.0	280.0	0.0
805.0	400.0	300.0	0.0
805.0	400.0	320.0	0.0
805.0	400.0	340.0	0.0
805.0	400.0	360.0	0.0
805.0	400.0	380.0	0.0
805.0	450.0	50.0	0.0
805.0	450.0	70.0	0.0
805.0	450.0	100.0	0.0
805.0	450.0	140.0	0.0
805.0	450.0	170.0	0.0
805.0	450.0	200.0	0.0
805.0	450.0	240.0	0.0
805.0	450.0	280.0	0.0
805.0	450.0	300.0	0.0
805.0	450.0	320.0	0.0
805.0	450.0	340.0	0.0
805.0	450.0	360.0	0.0
805.0	450.0	380.0	0.0
805.0	450.0	400.0	0.0
805.0	450.0	430.0	0.0
805.0	500.0	50.0	0.0
805.0	500.0	70.0	0.0
805.0	500.0	100.0	0.0
805.0	500.0	140.0	0.0
805.0	500.0	170.0	0.0
805.0	500.0	200.0	0.0
805.0	500.0	240.0	0.0
805.0	500.0	280.0	0.0
805.0	500.0	300.0	0.0
805.0	500.0	320.0	0.0
805.0	500.0	340.0	0.0
805.0	500.0	360.0	0.0
805.0	500.0	380.0	0.0
805.0	500.0	400.0	0.0
805.0	500.0	430.0	0.0
805.0	500.0	480.0	0.693
805.0	550.0	50.0	0.0
805.0	550.0	70.0	0.0
805.0	550.0	100.0	0.0
805.0	550.0	140.0	0.0
805.0	550.0	170.0	0.0
805.0	550.0	200.0	0.0
805.0	550.0	240.0	0.0
805.0	550.0	280.0	0.0
805.0	550.0	300.0	0.0
805.0	550.0	320.0	0.0
805.0	550.0	340.0	0.0
805.0	550.0	360.0	0.0
805.0	550.0	380.0	0.0
805.0	550.0	400.0	0.0
805.0	550.0	430.0	0.0
805.0	550.0	480.0	0.682
805.0	600.0	50.0	0.0
805.0	600.0	70.0	0.0
805.0	600.0	100.0	0.0
805.0	600.0	140.0	0.0
805.0	600.0	200.0	0.0
805.0	600.0	240.0	0.0
805.0	600.0	280.0	0.0
805.0	600.0	300.0	0.0
805.0	600.0	320.0	0.0
805.0	600.0	340.0	0.0
805.0	600.0	360.0	0.0
805.0	600.0	380.0	0.0
805.0	600.0	400.0	0.0
805.0	600.0	430.0	0.0
805.0	600.0	480.0	0.675
805.0	650.0	50.0	0.0
805.0	650.0	70.0	0.0
805.0	650.0	100.0	0.0
805.0	650.0	140.0	0.0
805.0	650.0	340.0	0.0
805.0	650.0	360.0	0.0
805.0	650.0	380.0	0.0
805.0	650.0	400.0	0.0
805.0	650.0	430.0	0.0
805.0	650.0	480.0	0.675
805.0	650.0	640.0	0.626
805.0	700.0	50.0	0.0
805.0	700.0	70.0	0.0
805.0	700.0	100.0	0.0
805.0	700.0	140.0	0.0
805.0	700.0	480.0	0.679
805.0	700.0	640.0	0.62
805.0	750.0	50.0	0.0
805.0	750.0	70.0	0.0
805.0	750.0	100.0	0.0
805.0	750.0	140.0	0.0
805.0	750.0	170.0	0.0
805.0	750.0	640.0	0.628
805.0	800.0	50.0	0.0
805.0	800.0	70.0	0.0
805.0	800.0	100.0	0.0
805.0	800.0	140.0	0.0
805.0	800.0	170.0	0.0
805.0	800.0	200.0	0.0
805.0	800.0	280.0	0.0
805.0	800.0	300.0	0.0
805.0	800.0	320.0	0.0
805.0	800.0	340.0	0.0
805.0	800.0	360.0	0.0
805.0	800.0	380.0	0.0
805.0	800.0	400.0	0.0
805.0	800.0	430.0	0.0
805.0	800.0	480.0	0.693
805.0	800.0	640.0	0.639
805.0	800.0	790.0	0.577
1005.0	100.0	50.0	0.0
1005.0	100.0	70.0	0.0
1005.0	150.0	50.0	0.0
1005.0	150.0	70.0	0.0
1005.0	150.0	100.0	0.0
1005.0	150.0	140.0	0.0
1005.0	200.0	50.0	0.0
1005.0	200.0	70.0	0.0
1005.0	200.0	100.0	0.0
1005.0	200.0	140.0	0.0
1005.0	200.0	170.0	0.0
1005.0	250.0	50.0	0.0
1005.0	250.0	70.0	0.0
1005.0	250.0	100.0	0.0
1005.0	250.0	140.0	0.0
1005.0	250.0	170.0	0.0
1005.0	250.0	200.0	0.0
1005.0	250.0	240.0	0.0
1005.0	300.0	50.0	0.0
1005.0	300.0	70.0	0.0
1005.0	300.0	100.0	0.0
1005.0	300.0	140.0	0.0
1005.0	300.0	170.0	0.0
1005.0	300.0	200.0	0.0
1005.0	300.0	240.0	0.0
1005.0	300.0	280.0	0.0
1005.0	350.0	50.0	0.0
1005.0	350.0	70.0	0.0
1005.0	350.0	100.0	0.0
1005.0	350.0	140.0	0.0
1005.0	350.0	170.0	0.0
1005.0	350.0	200.0	0.0
1005.0	350.0	240.0	0.0
1005.0	350.0	280.0	0.0
1005.0	350.0	300.0	0.0
1005.0	350.0	320.0	0.0
1005.0	350.0	340.0	0.0
1005.0	400.0	50.0	0.0
1005.0	400.0	70.0	0.0
1005.0	400.0	100.0	0.0
1005.0	400.0	140.0	0.0
1005.0	400.0	170.0	0.0
1005.0	400.0	200.0	0.0
1005.0	400.0	240.0	0.0
1005.0	400.0	280.0	0.0
1005.0	400.0	300.0	0.0
1005.0	400.0	320.0	0.0
1005.0	400.0	340.0	0.0
1005.0	400.0	360.0	0.0
1005.0	400.0	380.0	0.0
1005.0	450.0	50.0	0.0
1005.0	450.0	70.0	0.0
1005.0	450.0	100.0	0.0
1005.0	450.0	140.0	0.0
1005.0	450.0	170.0	0.0
1005.0	450.0	200.0	0.0
1005.0	450.0	240.0	0.0
1005.0	450.0	280.0	0.0
1005.0	450.0	300.0	0.0
1005.0	450.0	320.0	0.0
1005.0	450.0	340.0	0.0
1005.0	450.0	360.0	0.0
1005.0	450.0	380.0	0.0
1005.0	450.0	400.0	0.0
1005.0	450.0	430.0	0.0
1005.0	500.0	50.0	0.0
1005.0	500.0	70.0	0.0
1005.0	500.0	100.0	0.0
1005.0	500.0	140.0	0.0
1005.0	500.0	170.0	0.0
1005.0	500.0	200.0	0.0
1005.0	500.0	240.0	0.0
1005.0	500.0	280.0	0.0
1005.0	500.0	300.0	0.0
1005.0	500.0	320.0	0.0
1005.0	500.0	340.0	0.0
1005.0	500.0	360.0	0.0
1005.0	500.0	380.0	0.0
1005.0	500.0	400.0	0.0
1005.0	500.0	430.0	0.0
1005.0	500.0	480.0	0.672
1005.0	550.0	50.0	0.0
1005.0	550.0	70.0	0.0
1005.0	550.0	100.0	0.0
1005.0	550.0	140.0	0.0
1005.0	550.0	170.0	0.0
1005.0	550.0	200.0	0.0
1005.0	550.0	240.0	0.0
1005.0	550.0	280.0	0.0
1005.0	550.0	300.0	0.0
1005.0	550.0	320.0	0.0
1005.0	550.0	340.0	0.0
1005.0	550.0	360.0	0.0
1005.0	550.0	380.0	0.0
1005.0	550.0	400.0	0.0
1005.0	550.0	430.0	0.0
1005.0	550.0	480.0	0.693
1005.0	600.0	50.0	0.0
1005.0	600.0	70.0	0.0
1005.0	600.0	100.0	0.0
1005.0	600.0	140.0	0.0
1005.0	600.0	200.0	0.0
1005.0	600.0	240.0	0.0
1005.0	600.0	280.0	0.0
1005.0	600.0	300.0	0.0
1005.0	600.0	320.0	0.0
1005.0	600.0	340.0	0.0
1005.0	600.0	360.0	0.0
1005.0	600.0	380.0	0.0
1005.0	600.0	400.0	0.0
1005.0	600.0	430.0	0.0
1005.0	600.0	480.0	0.699
1005.0	650.0	50.0	0.0
1005.0	650.0	70.0	0.0
1005.0	650.0	100.0	0.0
1005.0	650.0	140.0	0.0
1005.0	650.0	340.0	0.0
1005.0	650.0	360.0	0.0
1005.0	650.0	380.0	0.0
1005.0	650.0	400.0	0.0
1005.0	650.0	430.0	0.0
1005.0	650.0	480.0	0.701
1005.0	650.0	640.0	0.691
1005.0	700.0	50.0	0.0
1005.0	700.0	70.0	0.0
1005.0	700.0	100.0	0.0
1005.0	700.0	140.0	0.0
1005.0	700.0	480.0	0.703
1005.0	700.0	640.0	0.686
1005.0	750.0	50.0	0.0
1005.0	750.0	70.0	0.0
1005.0	750.0	100.0	0.0
1005.0	750.0	140.0	0.0
1005.0	750.0	170.0	0.0
1005.0	750.0	640.0	0.674
1005.0	800.0	50.0	0.0
1005.0	800.0	70.0	0.0
1005.0	800.0	100.0	0.0
1005.0	800.0	140.0	0.0
1005.0	800.0	170.0	0.0
1005.0	800.0	200.0	0.0
1005.0	800.0	280.0	0.0
1005.0	800.0	300.0	0.0
1005.0	800.0	320.0	0.0
1005.0	800.0	340.0	0.0
1005.0	800.0	360.0	0.0
1005.0	800.0	380.0	0.0
1005.0	800.0	400.0	0.0
1005.0	800.0	430.0	0.0
1005.0	800.0	480.0	0.699
1005.0	800.0	640.0	0.668
1005.0	850.0	50.0	0.0
1005.0	850.0	70.0	0.0
1005.0	850.0	100.0	0.0
1005.0	850.0	140.0	0.0
1005.0	850.0	170.0	0.0
1005.0	850.0	200.0	0.0
1005.0	900.0	50.0	0.0
1005.0	900.0	70.0	0.0
1005.0	900.0	100.0	0.0
1005.0	900.0	140.0	0.0
1005.0	900.0	170.0	0.0
1005.0	900.0	200.0	0.0
1005.0	950.0	50.0	0.0
1005.0	950.0	70.0	0.0
1005.0	950.0	100.0	0.0
1005.0	950.0	140.0	0.0
1005.0	950.0	170.0	0.0
1005.0	950.0	200.0	0.0
1005.0	1000.0	50.0	0.0
1005.0	1000.0	70.0	0.0
1005.0	1000.0	100.0	0.0
1005.0	1000.0	140.0	0.0
1005.0	1000.0	170.0	0.0
1005.0	1000.0	200.0	0.0
1005.0	1000.0	990.0	0.514
1205.0	250.0	50.0	0.0
1205.0	250.0	70.0	0.0
1205.0	250.0	100.0	0.0
1205.0	250.0	140.0	0.0
1205.0	250.0	170.0	0.0
1205.0	250.0	200.0	0.0
1205.0	250.0	240.0	0.0
1205.0	300.0	50.0	0.0
1205.0	300.0	70.0	0.0
1205.0	300.0	100.0	0.0
1205.0	300.0	140.0	0.0
1205.0	300.0	170.0	0.0
1205.0	300.0	200.0	0.0
1205.0	300.0	240.0	0.0
1205.0	300.0	280.0	0.0
1205.0	350.0	50.0	0.0
1205.0	350.0	70.0	0.0
1205.0	350.0	100.0	0.0
1205.0	350.0	140.0	0.0
1205.0	350.0	170.0	0.0
1205.0	350.0	200.0	0.0
1205.0	350.0	240.0	0.0
1205.0	350.0	280.0	0.0
1205.0	350.0	300.0	0.0
1205.0	350.0	320.0	0.0
1205.0	350.0	340.0	0.0
1205.0	400.0	50.0	0.0
1205.0	400.0	70.0	0.0
1205.0	400.0	100.0	0.0
1205.0	400.0	140.0	0.0
1205.0	400.0	170.0	0.0
1205.0	400.0	200.0	0.0
1205.0	400.0	240.0	0.0
1205.0	400.0	280.0	0.0
1205.0	400.0	300.0	0.0
1205.0	400.0	320.0	0.0
1205.0	400.0	340.0	0.0
1205.0	400.0	360.0	0.0
1205.0	400.0	380.0	0.0
1205.0	450.0	50.0	0.0
1205.0	450.0	70.0	0.0
1205.0	450.0	100.0	0.0
1205.0	450.0	140.0	0.0
1205.0	450.0	170.0	0.0
1205.0	450.0	200.0	0.0
1205.0	450.0	240.0	0.0
1205.0	450.0	280.0	0.0
1205.0	450.0	300.0	0.0
1205.0	450.0	320.0	0.0
1205.0	450.0	340.0	0.0
1205.0	450.0	360.0	0.0
1205.0	450.0	380.0	0.0
1205.0	450.0	400.0	0.0
1205.0	450.0	430.0	0.0
1205.0	500.0	50.0	0.0
1205.0	500.0	70.0	0.0
1205.0	500.0	100.0	0.0
1205.0	500.0	140.0	0.0
1205.0	500.0	170.0	0.0
1205.0	500.0	200.0	0.0
1205.0	500.0	240.0	0.0
1205.0	500.0	280.0	0.0
1205.0	500.0	300.0	0.0
1205.0	500.0	320.0	0.0
1205.0	500.0	340.0	0.0
1205.0	500.0	360.0	0.0
1205.0	500.0	380.0	0.0
1205.0	500.0	400.0	0.0
1205.0	500.0	430.0	0.0
1205.0	500.0	480.0	0.607
1205.0	550.0	50.0	0.0
1205.0	550.0	70.0	0.0
1205.0	550.0	100.0	0.0
1205.0	550.0	140.0	0.0
1205.0	550.0	170.0	0.0
1205.0	550.0	200.0	0.0
1205.0	550.0	240.0	0.0
1205.0	550.0	280.0	0.0
1205.0	550.0	300.0	0.0
1205.0	550.0	320.0	0.0
1205.0	550.0	340.0	0.0
1205.0	550.0	360.0	0.0
1205.0	550.0	380.0	0.0
1205.0	550.0	400.0	0.0
1205.0	550.0	430.0	0.0
1205.0	550.0	480.0	0.647
1205.0	600.0	50.0	0.0
1205.0	600.0	70.0	0.0
1205.0	600.0	100.0	0.0
1205.0	600.0	140.0	0.0
1205.0	600.0	200.0	0.0
1205.0	600.0	240.0	0.0
1205.0	600.0	280.0	0.0
1205.0	600.0	300.0	0.0
1205.0	600.0	320.0	0.0
1205.0	600.0	340.0	0.0
1205.0	600.0	360.0	0.0
1205.0	600.0	380.0	0.0
1205.0	600.0	400.0	0.0
1205.0	600.0	430.0	0.0
1205.0	600.0	480.0	0.674
1205.0	650.0	50.0	0.0
1205.0	650.0	70.0	0.0
1205.0	650.0	100.0	0.0
1205.0	650.0	140.0	0.0
1205.0	650.0	340.0	0.0
1205.0	650.0	360.0	0.0
1205.0	650.0	380.0	0.0
1205.0	650.0	400.0	0.0
1205.0	650.0	430.0	0.0
1205.0	650.0	480.0	0.689
1205.0	650.0	640.0	0.692
1205.0	700.0	50.0	0.0
1205.0	700.0	70.0	0.0
1205.0	700.0	100.0	0.0
1205.0	700.0	140.0	0.0
1205.0	700.0	480.0	0.695
1205.0	700.0	640.0	0.703
1205.0	750.0	50.0	0.0
1205.0	750.0	70.0	0.0
1205.0	750.0	100.0	0.0
1205.0	750.0	140.0	0.0
1205.0	750.0	170.0	0.0
1205.0	750.0	640.0	0.7
1205.0	800.0	50.0	0.0
1205.0	800.0	70.0	0.0
1205.0	800.0	100.0	0.0
1205.0	800.0	140.0	0.0
1205.0	800.0	170.0	0.0
1205.0	800.0	200.0	0.0
1205.0	800.0	280.0	0.0
1205.0	800.0	300.0	0.0
1205.0	800.0	320.0	0.0
1205.0	800.0	340.0	0.0
1205.0	800.0	360.0	0.0
1205.0	800.0	380.0	0.0
1205.0	800.0	400.0	0.0
1205.0	800.0	430.0	0.0
1205.0	800.0	480.0	0.695
1205.0	800.0	640.0	0.699
1205.0	850.0	50.0	0.0
1205.0	850.0	70.0	0.0
1205.0	850.0	100.0	0.0
1205.0	850.0	140.0	0.0
1205.0	850.0	170.0	0.0
1205.0	850.0	200.0	0.0
1205.0	900.0	50.0	0.0
1205.0	900.0	70.0	0.0
1205.0	900.0	100.0	0.0
1205.0	900.0	140.0	0.0
1205.0	900.0	170.0	0.0
1205.0	900.0	200.0	0.0
1205.0	950.0	50.0	0.0
1205.0	950.0	70.0	0.0
1205.0	950.0	100.0	0.0
1205.0	950.0	140.0	0.0
1205.0	950.0	170.0	0.0
1205.0	950.0	200.0	0.0
1205.0	1000.0	50.0	0.0
1205.0	1000.0	70.0	0.0
1205.0	1000.0	100.0	0.0
1205.0	1000.0	140.0	0.0
1205.0	1000.0	170.0	0.0
1205.0	1000.0	200.0	0.0
1205.0	1050.0	50.0	0.0
1205.0	1050.0	70.0	0.0
1205.0	1050.0	100.0	0.0
1205.0	1050.0	140.0	0.0
1205.0	1050.0	170.0	0.0
1205.0	1050.0	200.0	0.0
1205.0	1050.0	240.0	0.0
1205.0	1100.0	50.0	0.0
1205.0	1100.0	70.0	0.0
1205.0	1100.0	100.0	0.0
1205.0	1100.0	140.0	0.0
1205.0	1100.0	170.0	0.0
1205.0	1100.0	200.0	0.0
1205.0	1100.0	240.0	0.0
