txName: TChiWH
constraint: [[['W']],[['higgs']]]
condition: None
conditionDescription: None
susyProcess: pp --> neutralino_2 chargino^pm_1, neutralino_2 chargino^pm_1 --> H W lsp lsp
figureUrl: https://twiki.cern.ch/twiki/pub/CMSPublic/PhysicsResultsSUS13006/Fig16_exclusion_TChiWH.png
dataUrl: https://twiki.cern.ch/twiki/bin/view/CMSPublic/PhysicsResultsSUS13006
source: CMS
validated: False
axes: [[x, y], [x, y]]
efficiencyMap: [[[[125*GeV,0*GeV],[125*GeV,0*GeV]],0.00059157],
[[[275*GeV,75*GeV],[275*GeV,75*GeV]],0.0064528],
[[[275*GeV,100*GeV],[275*GeV,100*GeV]],0.0043157],
[[[275*GeV,125*GeV],[275*GeV,125*GeV]],0.003082],
[[[275*GeV,150*GeV],[275*GeV,150*GeV]],0.00084491],
[[[300*GeV,0*GeV],[300*GeV,0*GeV]],0.010219],
[[[300*GeV,25*GeV],[300*GeV,25*GeV]],0.011413],
[[[300*GeV,50*GeV],[300*GeV,50*GeV]],0.010544],
[[[300*GeV,75*GeV],[300*GeV,75*GeV]],0.0084325],
[[[300*GeV,100*GeV],[300*GeV,100*GeV]],0.0065147],
[[[300*GeV,125*GeV],[300*GeV,125*GeV]],0.0051224],
[[[300*GeV,150*GeV],[300*GeV,150*GeV]],0.0023781],
[[[300*GeV,175*GeV],[300*GeV,175*GeV]],0.0006822],
[[[325*GeV,0*GeV],[325*GeV,0*GeV]],0.013074],
[[[325*GeV,25*GeV],[325*GeV,25*GeV]],0.013146],
[[[325*GeV,50*GeV],[325*GeV,50*GeV]],0.014122],
[[[325*GeV,75*GeV],[325*GeV,75*GeV]],0.012639],
[[[325*GeV,100*GeV],[325*GeV,100*GeV]],0.01018],
[[[325*GeV,125*GeV],[325*GeV,125*GeV]],0.0059883],
[[[325*GeV,150*GeV],[325*GeV,150*GeV]],0.0046294],
[[[325*GeV,175*GeV],[325*GeV,175*GeV]],0.0019646],
[[[325*GeV,200*GeV],[325*GeV,200*GeV]],0.00066229],
[[[350*GeV,0*GeV],[350*GeV,0*GeV]],0.016407],
[[[350*GeV,25*GeV],[350*GeV,25*GeV]],0.017145],
[[[350*GeV,50*GeV],[350*GeV,50*GeV]],0.015351],
[[[350*GeV,75*GeV],[350*GeV,75*GeV]],0.014251],
[[[350*GeV,100*GeV],[350*GeV,100*GeV]],0.014394],
[[[350*GeV,125*GeV],[350*GeV,125*GeV]],0.011211],
[[[350*GeV,150*GeV],[350*GeV,150*GeV]],0.0087637],
[[[350*GeV,175*GeV],[350*GeV,175*GeV]],0.0059117],
[[[350*GeV,200*GeV],[350*GeV,200*GeV]],0.0033751],
[[[350*GeV,225*GeV],[350*GeV,225*GeV]],0.00082884],
[[[375*GeV,0*GeV],[375*GeV,0*GeV]],0.018638],
[[[375*GeV,25*GeV],[375*GeV,25*GeV]],0.018572],
[[[375*GeV,50*GeV],[375*GeV,50*GeV]],0.018614],
[[[375*GeV,75*GeV],[375*GeV,75*GeV]],0.016758],
[[[375*GeV,100*GeV],[375*GeV,100*GeV]],0.015487],
[[[375*GeV,125*GeV],[375*GeV,125*GeV]],0.013753],
[[[375*GeV,150*GeV],[375*GeV,150*GeV]],0.011368],
[[[375*GeV,175*GeV],[375*GeV,175*GeV]],0.0090615],
[[[375*GeV,200*GeV],[375*GeV,200*GeV]],0.0058819],
[[[375*GeV,225*GeV],[375*GeV,225*GeV]],0.0024679],
[[[375*GeV,250*GeV],[375*GeV,250*GeV]],0.0010448],
[[[400*GeV,0*GeV],[400*GeV,0*GeV]],0.023308],
[[[400*GeV,25*GeV],[400*GeV,25*GeV]],0.021988],
[[[400*GeV,50*GeV],[400*GeV,50*GeV]],0.020923],
[[[400*GeV,75*GeV],[400*GeV,75*GeV]],0.021332],
[[[400*GeV,100*GeV],[400*GeV,100*GeV]],0.018041],
[[[400*GeV,125*GeV],[400*GeV,125*GeV]],0.018],
[[[400*GeV,150*GeV],[400*GeV,150*GeV]],0.015239],
[[[400*GeV,175*GeV],[400*GeV,175*GeV]],0.010725],
[[[400*GeV,200*GeV],[400*GeV,200*GeV]],0.010108],
[[[400*GeV,225*GeV],[400*GeV,225*GeV]],0.0051391],
[[[400*GeV,250*GeV],[400*GeV,250*GeV]],0.0023913],
[[[400*GeV,275*GeV],[400*GeV,275*GeV]],0.0011334],
[[[425*GeV,0*GeV],[425*GeV,0*GeV]],0.024923],
[[[425*GeV,25*GeV],[425*GeV,25*GeV]],0.022974],
[[[425*GeV,50*GeV],[425*GeV,50*GeV]],0.024651],
[[[425*GeV,75*GeV],[425*GeV,75*GeV]],0.024191],
[[[425*GeV,100*GeV],[425*GeV,100*GeV]],0.022494],
[[[425*GeV,125*GeV],[425*GeV,125*GeV]],0.019872],
[[[425*GeV,150*GeV],[425*GeV,150*GeV]],0.018892],
[[[425*GeV,175*GeV],[425*GeV,175*GeV]],0.015867],
[[[425*GeV,200*GeV],[425*GeV,200*GeV]],0.014269],
[[[425*GeV,225*GeV],[425*GeV,225*GeV]],0.010655],
[[[425*GeV,250*GeV],[425*GeV,250*GeV]],0.0071586],
[[[425*GeV,275*GeV],[425*GeV,275*GeV]],0.0027452],
[[[425*GeV,300*GeV],[425*GeV,300*GeV]],0.00099456],
[[[450*GeV,0*GeV],[450*GeV,0*GeV]],0.030944],
[[[450*GeV,25*GeV],[450*GeV,25*GeV]],0.026626],
[[[450*GeV,50*GeV],[450*GeV,50*GeV]],0.025953],
[[[450*GeV,75*GeV],[450*GeV,75*GeV]],0.027167],
[[[450*GeV,100*GeV],[450*GeV,100*GeV]],0.026361],
[[[450*GeV,125*GeV],[450*GeV,125*GeV]],0.024655],
[[[450*GeV,150*GeV],[450*GeV,150*GeV]],0.019579],
[[[450*GeV,175*GeV],[450*GeV,175*GeV]],0.018621],
[[[450*GeV,200*GeV],[450*GeV,200*GeV]],0.017231],
[[[450*GeV,225*GeV],[450*GeV,225*GeV]],0.0137],
[[[450*GeV,250*GeV],[450*GeV,250*GeV]],0.0097901],
[[[450*GeV,275*GeV],[450*GeV,275*GeV]],0.0064575],
[[[450*GeV,300*GeV],[450*GeV,300*GeV]],0.0025161],
[[[450*GeV,325*GeV],[450*GeV,325*GeV]],0.001079],
[[[475*GeV,0*GeV],[475*GeV,0*GeV]],0.029214],
[[[475*GeV,25*GeV],[475*GeV,25*GeV]],0.028908],
[[[475*GeV,50*GeV],[475*GeV,50*GeV]],0.027423],
[[[475*GeV,75*GeV],[475*GeV,75*GeV]],0.027332],
[[[475*GeV,100*GeV],[475*GeV,100*GeV]],0.0283],
[[[475*GeV,125*GeV],[475*GeV,125*GeV]],0.025749],
[[[475*GeV,150*GeV],[475*GeV,150*GeV]],0.025435],
[[[475*GeV,175*GeV],[475*GeV,175*GeV]],0.021309],
[[[475*GeV,200*GeV],[475*GeV,200*GeV]],0.019001],
[[[475*GeV,225*GeV],[475*GeV,225*GeV]],0.019615],
[[[475*GeV,250*GeV],[475*GeV,250*GeV]],0.015616],
[[[475*GeV,275*GeV],[475*GeV,275*GeV]],0.011414],
[[[475*GeV,300*GeV],[475*GeV,300*GeV]],0.0075345],
[[[475*GeV,325*GeV],[475*GeV,325*GeV]],0.0028003],
[[[475*GeV,350*GeV],[475*GeV,350*GeV]],0.00081353],
[[[500*GeV,0*GeV],[500*GeV,0*GeV]],0.033851],
[[[500*GeV,25*GeV],[500*GeV,25*GeV]],0.032623],
[[[500*GeV,50*GeV],[500*GeV,50*GeV]],0.032977],
[[[500*GeV,75*GeV],[500*GeV,75*GeV]],0.032305],
[[[500*GeV,100*GeV],[500*GeV,100*GeV]],0.03084],
[[[500*GeV,125*GeV],[500*GeV,125*GeV]],0.030841],
[[[500*GeV,150*GeV],[500*GeV,150*GeV]],0.027258],
[[[500*GeV,175*GeV],[500*GeV,175*GeV]],0.025911],
[[[500*GeV,200*GeV],[500*GeV,200*GeV]],0.020544],
[[[500*GeV,225*GeV],[500*GeV,225*GeV]],0.021396],
[[[500*GeV,250*GeV],[500*GeV,250*GeV]],0.017743],
[[[500*GeV,275*GeV],[500*GeV,275*GeV]],0.013881],
[[[500*GeV,300*GeV],[500*GeV,300*GeV]],0.010077],
[[[500*GeV,325*GeV],[500*GeV,325*GeV]],0.0065534],
[[[500*GeV,350*GeV],[500*GeV,350*GeV]],0.0022037],
[[[500*GeV,375*GeV],[500*GeV,375*GeV]],0.00081765]]
