txName: T2bbWW
constraint: [[['b','W']],[['b','W']]]
condition: None
conditionDescription: None
susyProcess: pp --> stop stop, stop  --> bottom W lsp
figureUrl: https://twiki.cern.ch/twiki/pub/CMSPublic/PhysicsResultsSUS14021/efficienciesSRSL1b.png
dataUrl: https://twiki.cern.ch/twiki/bin/view/CMSPublic/PhysicsResultsSUS14021
source: CMS
validated: False
axes: [[x, y], [x, y]]
efficiencyMap: [[[[100*GeV,20*GeV],[100*GeV,20*GeV]],2.7278e-10],
[[[175*GeV,105*GeV],[175*GeV,105*GeV]],6.3883e-08],
[[[175*GeV,110*GeV],[175*GeV,110*GeV]],5.3547e-08],
[[[175*GeV,115*GeV],[175*GeV,115*GeV]],4.3211e-08],
[[[175*GeV,120*GeV],[175*GeV,120*GeV]],1.2028e-07],
[[[175*GeV,125*GeV],[175*GeV,125*GeV]],1.9735e-07],
[[[175*GeV,130*GeV],[175*GeV,130*GeV]],2.5332e-07],
[[[175*GeV,135*GeV],[175*GeV,135*GeV]],3.0928e-07],
[[[175*GeV,140*GeV],[175*GeV,140*GeV]],3.563e-07],
[[[175*GeV,145*GeV],[175*GeV,145*GeV]],4.0332e-07],
[[[175*GeV,150*GeV],[175*GeV,150*GeV]],3.0271e-07],
[[[175*GeV,155*GeV],[175*GeV,155*GeV]],2.021e-07],
[[[175*GeV,160*GeV],[175*GeV,160*GeV]],1.3023e-07],
[[[175*GeV,165*GeV],[175*GeV,165*GeV]],5.8367e-08],
[[[200*GeV,120*GeV],[200*GeV,120*GeV]],1.1466e-07],
[[[200*GeV,125*GeV],[200*GeV,125*GeV]],1.9858e-07],
[[[200*GeV,130*GeV],[200*GeV,130*GeV]],2.825e-07],
[[[200*GeV,135*GeV],[200*GeV,135*GeV]],2.5166e-07],
[[[200*GeV,140*GeV],[200*GeV,140*GeV]],2.2082e-07],
[[[200*GeV,145*GeV],[200*GeV,145*GeV]],2.0473e-07],
[[[200*GeV,150*GeV],[200*GeV,150*GeV]],1.8863e-07],
[[[200*GeV,155*GeV],[200*GeV,155*GeV]],3.4967e-07],
[[[200*GeV,160*GeV],[200*GeV,160*GeV]],5.107e-07],
[[[200*GeV,165*GeV],[200*GeV,165*GeV]],4.8155e-07],
[[[200*GeV,170*GeV],[200*GeV,170*GeV]],4.524e-07],
[[[200*GeV,175*GeV],[200*GeV,175*GeV]],4.6397e-07],
[[[200*GeV,180*GeV],[200*GeV,180*GeV]],4.7553e-07],
[[[200*GeV,185*GeV],[200*GeV,185*GeV]],2.7715e-07],
[[[200*GeV,190*GeV],[200*GeV,190*GeV]],7.8771e-08],
[[[225*GeV,145*GeV],[225*GeV,145*GeV]],1.1799e-07],
[[[225*GeV,150*GeV],[225*GeV,150*GeV]],2.044e-07],
[[[225*GeV,155*GeV],[225*GeV,155*GeV]],2.9081e-07],
[[[225*GeV,160*GeV],[225*GeV,160*GeV]],3.3742e-07],
[[[225*GeV,165*GeV],[225*GeV,165*GeV]],3.8403e-07],
[[[225*GeV,170*GeV],[225*GeV,170*GeV]],3.6392e-07],
[[[225*GeV,175*GeV],[225*GeV,175*GeV]],3.4381e-07],
[[[225*GeV,180*GeV],[225*GeV,180*GeV]],4.7476e-07],
[[[225*GeV,185*GeV],[225*GeV,185*GeV]],6.0572e-07],
[[[225*GeV,190*GeV],[225*GeV,190*GeV]],6.3179e-07],
[[[225*GeV,195*GeV],[225*GeV,195*GeV]],6.5786e-07],
[[[225*GeV,200*GeV],[225*GeV,200*GeV]],6.8191e-07],
[[[225*GeV,205*GeV],[225*GeV,205*GeV]],7.0597e-07],
[[[225*GeV,210*GeV],[225*GeV,210*GeV]],4.4217e-07],
[[[225*GeV,215*GeV],[225*GeV,215*GeV]],1.7836e-07],
[[[250*GeV,170*GeV],[250*GeV,170*GeV]],2.2023e-07],
[[[250*GeV,175*GeV],[250*GeV,175*GeV]],2.1939e-07],
[[[250*GeV,180*GeV],[250*GeV,180*GeV]],2.1855e-07],
[[[250*GeV,185*GeV],[250*GeV,185*GeV]],3.818e-07],
[[[250*GeV,190*GeV],[250*GeV,190*GeV]],5.4504e-07],
[[[250*GeV,195*GeV],[250*GeV,195*GeV]],5.7467e-07],
[[[250*GeV,200*GeV],[250*GeV,200*GeV]],6.0429e-07],
[[[250*GeV,205*GeV],[250*GeV,205*GeV]],6.9381e-07],
[[[250*GeV,210*GeV],[250*GeV,210*GeV]],7.8334e-07],
[[[250*GeV,215*GeV],[250*GeV,215*GeV]],9.4476e-07],
[[[250*GeV,220*GeV],[250*GeV,220*GeV]],1.1062e-06],
[[[250*GeV,225*GeV],[250*GeV,225*GeV]],8.3506e-07],
[[[250*GeV,230*GeV],[250*GeV,230*GeV]],5.6394e-07],
[[[250*GeV,235*GeV],[250*GeV,235*GeV]],3.7815e-07],
[[[250*GeV,240*GeV],[250*GeV,240*GeV]],1.9235e-07],
[[[275*GeV,195*GeV],[275*GeV,195*GeV]],4.2057e-07],
[[[275*GeV,200*GeV],[275*GeV,200*GeV]],3.8942e-07],
[[[275*GeV,205*GeV],[275*GeV,205*GeV]],3.5826e-07],
[[[275*GeV,210*GeV],[275*GeV,210*GeV]],4.7287e-07],
[[[275*GeV,215*GeV],[275*GeV,215*GeV]],5.8747e-07],
[[[275*GeV,220*GeV],[275*GeV,220*GeV]],6.8259e-07],
[[[275*GeV,225*GeV],[275*GeV,225*GeV]],7.777e-07],
[[[275*GeV,230*GeV],[275*GeV,230*GeV]],9.3065e-07],
[[[275*GeV,235*GeV],[275*GeV,235*GeV]],1.0836e-06],
[[[275*GeV,240*GeV],[275*GeV,240*GeV]],9.8734e-07],
[[[275*GeV,245*GeV],[275*GeV,245*GeV]],8.9109e-07],
[[[275*GeV,250*GeV],[275*GeV,250*GeV]],9.3747e-07],
[[[275*GeV,255*GeV],[275*GeV,255*GeV]],9.8386e-07],
[[[275*GeV,260*GeV],[275*GeV,260*GeV]],5.6369e-07],
[[[275*GeV,265*GeV],[275*GeV,265*GeV]],1.4353e-07],
[[[300*GeV,220*GeV],[300*GeV,220*GeV]],4.2408e-07],
[[[300*GeV,225*GeV],[300*GeV,225*GeV]],7.1644e-07],
[[[300*GeV,230*GeV],[300*GeV,230*GeV]],1.0088e-06],
[[[300*GeV,235*GeV],[300*GeV,235*GeV]],8.5003e-07],
[[[300*GeV,240*GeV],[300*GeV,240*GeV]],6.9125e-07],
[[[300*GeV,245*GeV],[300*GeV,245*GeV]],8.7702e-07],
[[[300*GeV,250*GeV],[300*GeV,250*GeV]],1.0628e-06],
[[[300*GeV,255*GeV],[300*GeV,255*GeV]],1.262e-06],
[[[300*GeV,260*GeV],[300*GeV,260*GeV]],1.4611e-06],
[[[300*GeV,265*GeV],[300*GeV,265*GeV]],1.4907e-06],
[[[300*GeV,270*GeV],[300*GeV,270*GeV]],1.5203e-06],
[[[300*GeV,275*GeV],[300*GeV,275*GeV]],1.3739e-06],
[[[300*GeV,280*GeV],[300*GeV,280*GeV]],1.2274e-06],
[[[300*GeV,285*GeV],[300*GeV,285*GeV]],7.1646e-07],
[[[300*GeV,290*GeV],[300*GeV,290*GeV]],2.0553e-07],
[[[325*GeV,245*GeV],[325*GeV,245*GeV]],5.7108e-07],
[[[325*GeV,250*GeV],[325*GeV,250*GeV]],6.5728e-07],
[[[325*GeV,255*GeV],[325*GeV,255*GeV]],7.4349e-07],
[[[325*GeV,260*GeV],[325*GeV,260*GeV]],9.5372e-07],
[[[325*GeV,265*GeV],[325*GeV,265*GeV]],1.164e-06],
[[[325*GeV,270*GeV],[325*GeV,270*GeV]],1.1777e-06],
[[[325*GeV,275*GeV],[325*GeV,275*GeV]],1.1914e-06],
[[[325*GeV,280*GeV],[325*GeV,280*GeV]],1.4329e-06],
[[[325*GeV,285*GeV],[325*GeV,285*GeV]],1.6744e-06],
[[[325*GeV,290*GeV],[325*GeV,290*GeV]],1.5168e-06],
[[[325*GeV,295*GeV],[325*GeV,295*GeV]],1.3591e-06],
[[[325*GeV,300*GeV],[325*GeV,300*GeV]],1.2777e-06],
[[[325*GeV,305*GeV],[325*GeV,305*GeV]],1.1963e-06],
[[[325*GeV,310*GeV],[325*GeV,310*GeV]],6.6182e-07],
[[[325*GeV,315*GeV],[325*GeV,315*GeV]],1.2731e-07],
[[[350*GeV,270*GeV],[350*GeV,270*GeV]],6.5435e-07],
[[[350*GeV,275*GeV],[350*GeV,275*GeV]],7.3273e-07],
[[[350*GeV,280*GeV],[350*GeV,280*GeV]],8.111e-07],
[[[350*GeV,285*GeV],[350*GeV,285*GeV]],8.5999e-07],
[[[350*GeV,290*GeV],[350*GeV,290*GeV]],9.0888e-07],
[[[350*GeV,295*GeV],[350*GeV,295*GeV]],1.3271e-06],
[[[350*GeV,300*GeV],[350*GeV,300*GeV]],1.7454e-06],
[[[350*GeV,305*GeV],[350*GeV,305*GeV]],1.8216e-06],
[[[350*GeV,310*GeV],[350*GeV,310*GeV]],1.8978e-06],
[[[350*GeV,315*GeV],[350*GeV,315*GeV]],2.0904e-06],
[[[350*GeV,320*GeV],[350*GeV,320*GeV]],2.2831e-06],
[[[350*GeV,325*GeV],[350*GeV,325*GeV]],1.997e-06],
[[[350*GeV,330*GeV],[350*GeV,330*GeV]],1.7109e-06],
[[[350*GeV,335*GeV],[350*GeV,335*GeV]],1.0072e-06],
[[[350*GeV,340*GeV],[350*GeV,340*GeV]],3.035e-07],
[[[375*GeV,295*GeV],[375*GeV,295*GeV]],7.3824e-07],
[[[375*GeV,300*GeV],[375*GeV,300*GeV]],9.1939e-07],
[[[375*GeV,305*GeV],[375*GeV,305*GeV]],1.1005e-06],
[[[375*GeV,310*GeV],[375*GeV,310*GeV]],1.2018e-06],
[[[375*GeV,315*GeV],[375*GeV,315*GeV]],1.303e-06],
[[[375*GeV,320*GeV],[375*GeV,320*GeV]],1.5145e-06],
[[[375*GeV,325*GeV],[375*GeV,325*GeV]],1.7261e-06],
[[[375*GeV,330*GeV],[375*GeV,330*GeV]],2.0069e-06],
[[[375*GeV,335*GeV],[375*GeV,335*GeV]],2.2878e-06],
[[[375*GeV,340*GeV],[375*GeV,340*GeV]],2.5212e-06],
[[[375*GeV,345*GeV],[375*GeV,345*GeV]],2.7547e-06],
[[[375*GeV,350*GeV],[375*GeV,350*GeV]],2.4612e-06],
[[[375*GeV,355*GeV],[375*GeV,355*GeV]],2.1677e-06],
[[[375*GeV,360*GeV],[375*GeV,360*GeV]],1.2214e-06],
[[[375*GeV,365*GeV],[375*GeV,365*GeV]],2.7499e-07],
[[[400*GeV,320*GeV],[400*GeV,320*GeV]],9.5412e-07],
[[[400*GeV,325*GeV],[400*GeV,325*GeV]],1.0388e-06],
[[[400*GeV,330*GeV],[400*GeV,330*GeV]],1.1235e-06],
[[[400*GeV,335*GeV],[400*GeV,335*GeV]],1.4103e-06],
[[[400*GeV,340*GeV],[400*GeV,340*GeV]],1.6971e-06],
[[[400*GeV,345*GeV],[400*GeV,345*GeV]],1.7138e-06],
[[[400*GeV,350*GeV],[400*GeV,350*GeV]],1.7304e-06],
[[[400*GeV,355*GeV],[400*GeV,355*GeV]],2.38e-06],
[[[400*GeV,360*GeV],[400*GeV,360*GeV]],3.0295e-06],
[[[400*GeV,365*GeV],[400*GeV,365*GeV]],2.7825e-06],
[[[400*GeV,370*GeV],[400*GeV,370*GeV]],2.5354e-06],
[[[400*GeV,375*GeV],[400*GeV,375*GeV]],2.3827e-06],
[[[400*GeV,380*GeV],[400*GeV,380*GeV]],2.2299e-06],
[[[400*GeV,385*GeV],[400*GeV,385*GeV]],1.2343e-06],
[[[400*GeV,390*GeV],[400*GeV,390*GeV]],2.3871e-07]]
