#MA5 EffMap for txName: TSlepSlep , Analysis: atlas_susy_2013_11 , SR: WWc-SF
# Mother  Daughter  Eff. 
240   120   0.0621319
180   140   0.0000000
240   90   0.0763538
180   150   0.0000000
160   10   0.0489806
120   20   0.0118409
200   150   0.0000000
170   0   0.0566398
250   110   0.0739872
110   50   0.0000000
200   170   0.0000000
270   150   0.0653540
190   50   0.0604593
100   60   0.0000000
330   30   0.1105701
100   40   0.0000000
230   150   0.0252918
230   90   0.0712066
110   70   0.0000000
340   90   0.1098559
170   110   0.0003203
320   140   0.0947017
270   90   0.0912415
190   0   0.0688677
120   30   0.0080352
120   60   0.0000000
250   50   0.0896095
280   110   0.0891535
350   120   0.1069707
260   80   0.0887392
120   0   0.0150653
230   60   0.0792843
160   80   0.0142090
210   100   0.0503982
160   50   0.0365433
250   40   0.0926209
170   30   0.0536582
220   40   0.0789775
130   100   0.0000000
100   70   0.0000000
230   140   0.0364259
250   20   0.0936592
140   80   0.0000231
270   60   0.0952160
260   190   0.0146139
230   80   0.0743851
230   50   0.0818208
150   120   0.0000000
200   110   0.0325794
320   150   0.0933346
220   100   0.0578064
200   70   0.0594165
160   100   0.0001954
340   120   0.1045005
210   60   0.0699435
330   140   0.0989782
340   10   0.1141325
190   40   0.0628695
260   70   0.0905092
270   70   0.0939314
320   90   0.1051821
220   140   0.0234304
180   100   0.0188333
150   40   0.0313265
190   90   0.0388849
170   40   0.0493241
260   60   0.0934713
320   170   0.0843028
240   60   0.0849317
220   170   0.0000000
290   110   0.0926786
270   180   0.0396306
290   100   0.0947970
270   40   0.0973625
290   140   0.0822779
250   130   0.0629656
150   50   0.0277613
220   10   0.0831525
110   0   0.0060613
160   40   0.0405428
180   70   0.0434243
340   30   0.1137714
230   130   0.0461866
150   20   0.0396208
180   10   0.0613714
240   0   0.0901573
320   180   0.0801291
210   80   0.0617732
280   120   0.0847996
270   170   0.0506329
240   190   0.0000059
170   20   0.0537066
290   70   0.0996747
130   50   0.0065643
120   70   0.0000000
260   50   0.0939017
290   40   0.1022871
110   40   0.0000592
110   10   0.0052353
150   60   0.0200033
250   70   0.0869873
190   10   0.0687504
190   130   0.0008560
340   100   0.1078650
320   190   0.0761431
220   0   0.0836060
340   140   0.1010964
330   170   0.0899239
270   130   0.0769376
150   0   0.0413848
100   20   0.0000266
140   90   0.0000000
180   80   0.0363469
190   20   0.0670081
250   160   0.0383180
170   140   0.0000000
210   160   0.0000000
330   160   0.0937832
240   40   0.0875489
250   90   0.0819670
280   150   0.0730480
200   140   0.0013459
180   110   0.0080790
180   120   0.0006637
220   80   0.0692630
250   60   0.0902607
260   110   0.0798307
340   180   0.0905379
270   50   0.0965245
260   170   0.0387913
130   70   0.0000110
