#MA5 EffMap for txName: TSlepSlep , Analysis: atlas_susy_2013_11 , SR: mT2-90-SF
# Mother  Daughter  Eff. 
330   90   0.1132678
150   90   0.0032652
150   100   0.0000336
140   70   0.0111139
260   100   0.0910563
250   0   0.1017470
280   50   0.1067460
170   60   0.0518973
210   10   0.0871055
230   0   0.0947405
210   0   0.0872652
110   60   0.0000000
210   110   0.0546788
340   170   0.1010779
320   100   0.1094528
230   180   0.0005851
210   140   0.0229063
250   150   0.0585380
340   60   0.1187913
150   30   0.0478931
120   80   0.0000000
290   80   0.1043118
240   170   0.0252104
200   60   0.0737474
320   60   0.1141907
230   170   0.0099210
160   120   0.0000000
230   160   0.0238229
190   160   0.0000000
270   140   0.0799494
290   30   0.1098475
270   80   0.0988500
260   20   0.1035640
320   50   0.1149576
120   50   0.0056962
160   90   0.0154362
330   150   0.1016699
170   130   0.0000000
330   40   0.1155528
340   50   0.1181579
280   130   0.0908015
240   50   0.0932206
190   120   0.0197896
270   110   0.0918777
270   100   0.0953385
130   80   0.0000000
270   30   0.1049971
140   10   0.0438957
320   80   0.1122136
260   30   0.1026727
340   190   0.0941425
280   140   0.0856260
210   130   0.0348252
170   90   0.0271943
240   120   0.0721810
180   140   0.0000000
240   90   0.0854340
180   150   0.0000000
160   10   0.0595629
120   20   0.0228852
200   150   0.0003090
170   0   0.0670373
250   110   0.0830929
110   50   0.0001358
200   170   0.0000000
270   150   0.0747659
190   50   0.0704799
100   60   0.0000000
330   30   0.1156746
100   40   0.0000107
230   150   0.0368781
230   90   0.0803243
110   70   0.0000000
340   90   0.1153788
170   110   0.0051661
320   140   0.1013667
270   90   0.0987210
190   0   0.0783685
120   30   0.0186722
120   60   0.0004786
250   50   0.0969065
280   110   0.0967035
350   120   0.1124630
260   80   0.0960552
120   0   0.0267954
230   60   0.0877098
160   80   0.0254546
210   100   0.0611171
160   50   0.0478380
250   40   0.1001121
170   30   0.0645842
220   40   0.0873507
130   100   0.0000000
100   70   0.0000000
230   140   0.0481463
250   20   0.1007660
140   80   0.0025293
270   60   0.1022700
260   190   0.0260085
230   80   0.0835407
230   50   0.0899006
150   120   0.0000000
200   110   0.0445937
320   150   0.1007521
220   100   0.0680621
200   70   0.0691872
160   100   0.0047148
340   120   0.1103234
210   60   0.0789801
330   140   0.1056684
340   10   0.1190099
190   40   0.0726449
260   70   0.0982561
270   70   0.1007556
320   90   0.1111558
220   140   0.0346192
180   100   0.0304748
150   40   0.0425546
190   90   0.0504959
170   40   0.0601042
260   60   0.1004791
320   170   0.0918000
240   60   0.0934855
220   170   0.0005033
290   110   0.1001638
270   180   0.0505400
290   100   0.1016465
270   40   0.1042781
290   140   0.0903806
250   130   0.0729062
150   50   0.0396377
220   10   0.0910331
110   0   0.0157727
160   40   0.0514787
180   70   0.0548427
340   30   0.1187860
230   130   0.0572928
150   20   0.0509889
180   10   0.0719102
240   0   0.0971074
320   180   0.0885341
210   80   0.0715251
280   120   0.0927029
270   170   0.0611680
240   190   0.0007012
170   20   0.0641920
290   70   0.1061458
130   50   0.0164708
120   70   0.0000000
260   50   0.1012604
290   40   0.1085592
110   40   0.0032241
110   10   0.0150994
150   60   0.0319769
250   70   0.0949433
190   10   0.0783291
190   130   0.0071462
340   100   0.1135282
320   190   0.0847963
220   0   0.0916217
340   140   0.1072100
330   170   0.0971701
270   130   0.0855855
150   0   0.0529190
100   20   0.0034150
140   90   0.0000111
180   80   0.0479456
190   20   0.0766043
250   160   0.0492454
170   140   0.0000000
210   160   0.0003771
330   160   0.1005782
240   40   0.0955190
250   90   0.0902078
280   150   0.0821723
200   140   0.0081655
180   110   0.0187905
180   120   0.0066299
220   80   0.0782084
250   60   0.0980432
260   110   0.0882845
340   180   0.0976882
270   50   0.1033261
260   170   0.0497973
130   70   0.0012090
