#MA5 EffMap for txName: TSlepSlep , Analysis: atlas_susy_2013_11 , SR: mT2-120-DF
# Mother  Daughter  Eff. 
290   120   0.0000000
280   0   0.0000000
330   20   0.0000000
240   180   0.0000000
220   90   0.0000000
230   70   0.0000000
260   150   0.0000000
120   40   0.0000000
140   60   0.0000000
160   110   0.0000000
240   110   0.0000000
340   80   0.0000000
330   60   0.0000000
180   40   0.0000000
170   120   0.0000000
210   90   0.0000000
260   130   0.0000000
250   10   0.0000000
130   0   0.0000000
100   0   0.0000000
240   130   0.0000000
330   110   0.0000000
260   0   0.0000000
190   80   0.0000000
140   100   0.0000000
150   80   0.0000000
320   70   0.0000000
110   30   0.0000000
150   10   0.0000000
330   90   0.0000000
150   90   0.0000000
150   100   0.0000000
140   70   0.0000000
260   100   0.0000000
250   0   0.0000000
280   50   0.0000000
170   60   0.0000000
210   10   0.0000000
230   0   0.0000000
210   0   0.0000000
110   60   0.0000000
210   110   0.0000000
340   170   0.0000000
320   100   0.0000000
230   180   0.0000000
210   140   0.0000000
250   150   0.0000000
340   60   0.0000000
150   30   0.0000000
120   80   0.0000000
290   80   0.0000000
240   170   0.0000000
200   60   0.0000000
320   60   0.0000000
230   170   0.0000000
160   120   0.0000000
230   160   0.0000000
190   160   0.0000000
270   140   0.0000000
290   30   0.0000000
270   80   0.0000000
260   20   0.0000000
320   50   0.0000000
120   50   0.0000000
160   90   0.0000000
330   150   0.0000000
170   130   0.0000000
330   40   0.0000000
340   50   0.0000000
280   130   0.0000000
240   50   0.0000000
190   120   0.0000000
270   110   0.0000000
270   100   0.0000000
130   80   0.0000000
270   30   0.0000000
140   10   0.0000000
320   80   0.0000000
260   30   0.0000000
340   190   0.0000000
280   140   0.0000000
210   130   0.0000000
170   90   0.0000000
240   120   0.0000000
180   140   0.0000000
240   90   0.0000000
180   150   0.0000000
160   10   0.0000000
120   20   0.0000000
200   150   0.0000000
170   0   0.0000000
250   110   0.0000000
110   50   0.0000000
200   170   0.0000000
270   150   0.0000000
190   50   0.0000000
100   60   0.0000000
330   30   0.0000000
100   40   0.0000000
230   150   0.0000000
230   90   0.0000000
110   70   0.0000000
340   90   0.0000000
170   110   0.0000000
320   140   0.0000000
270   90   0.0000000
190   0   0.0000000
120   30   0.0000000
120   60   0.0000000
250   50   0.0000000
280   110   0.0000000
350   120   0.0000000
260   80   0.0000000
120   0   0.0000000
230   60   0.0000000
160   80   0.0000000
210   100   0.0000000
160   50   0.0000000
250   40   0.0000000
170   30   0.0000000
220   40   0.0000000
130   100   0.0000000
100   70   0.0000000
230   140   0.0000000
250   20   0.0000000
140   80   0.0000000
270   60   0.0000000
260   190   0.0000000
230   80   0.0000000
230   50   0.0000000
150   120   0.0000000
200   110   0.0000000
320   150   0.0000000
220   100   0.0000000
200   70   0.0000000
160   100   0.0000000
340   120   0.0000000
210   60   0.0000000
330   140   0.0000000
340   10   0.0000000
190   40   0.0000000
260   70   0.0000000
270   70   0.0000000
320   90   0.0000000
220   140   0.0000000
180   100   0.0000000
150   40   0.0000000
190   90   0.0000000
170   40   0.0000000
260   60   0.0000000
320   170   0.0000000
240   60   0.0000000
220   170   0.0000000
290   110   0.0000000
270   180   0.0000000
290   100   0.0000000
270   40   0.0000000
290   140   0.0000000
250   130   0.0000000
150   50   0.0000000
220   10   0.0000000
110   0   0.0000000
160   40   0.0000000
180   70   0.0000000
340   30   0.0000000
230   130   0.0000000
150   20   0.0000000
180   10   0.0000000
240   0   0.0000000
320   180   0.0000000
210   80   0.0000000
280   120   0.0000000
270   170   0.0000000
240   190   0.0000000
170   20   0.0000000
290   70   0.0000000
130   50   0.0000000
120   70   0.0000000
260   50   0.0000000
290   40   0.0000000
110   40   0.0000000
110   10   0.0000000
150   60   0.0000000
250   70   0.0000000
190   10   0.0000000
190   130   0.0000000
340   100   0.0000000
320   190   0.0000000
220   0   0.0000000
340   140   0.0000000
330   170   0.0000000
270   130   0.0000000
150   0   0.0000000
100   20   0.0000000
140   90   0.0000000
180   80   0.0000000
190   20   0.0000000
250   160   0.0000000
170   140   0.0000000
210   160   0.0000000
330   160   0.0000000
240   40   0.0000000
250   90   0.0000000
280   150   0.0000000
200   140   0.0000000
180   110   0.0000000
180   120   0.0000000
220   80   0.0000000
250   60   0.0000000
260   110   0.0000000
340   180   0.0000000
270   50   0.0000000
260   170   0.0000000
130   70   0.0000000
